CRSP2_Unique_ID,Severe_Crashes,Area_Type,Context_Zone,Int_Type,Total_Entering_ADT,Cross_Product,Design_Type,Traffic_Control,Leg_Configuration,Major_Division_Configuration,Minor_Division_Configuration,Major_Surface_Type,Minor_Surface_Type,Alignment_Skew,Railroad_Crossing,Adjacent_Curve,Adjacent_Development,Street Parking,Lighting,Previous_Stop,Major_Speed_Limit,Minor_Speed_Limit,Flashers,Overhead_Signal,Left_Turn_Phasing_Maj,Left_Turn_Phasing_Min,Maj1_Lane_Config,Maj2_Lane_Config,Sidewalk,Refuge_Island,Ped_Crossing,Bike_Facility,Ped_Indicator,Transit_Adjacent,School_Crosswalk,Legs,Max_Lanes_Cross
i.47.4.4.005,0,small town,residential,intersection,1920,902000,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.47.4.4.007,0,small town,mixed use,intersection,12425,35032500,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,no,yes,no,yes,0,30,30,no,no,none,none,ltr,ltr,yes,no,yes,yes,no,no,no,4,4
i.47.4.4.024,0,rural,agriculture,intersection,945,184250,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.47.4.4.028,0,rural,agriculture,intersection,770,121000,traditional,thru-stop,t,undivided,undivided,paved,paved,30,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.47.4.42.005,0,suburban,mixed use,intersection,2115,875750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,25,25,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.47.4.42.006,0,rural,industrial,intersection,2845,637000,traditional,thru-stop,x,undivided,undivided,paved,other,45,none,no,yes,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.47.4.43.001,0,small town,commercial,intersection,1492.5,129500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,yes,no,no,no,no,4,2
i.47.4.43.004,0,small town,residential,intersection,2620,178500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.47.4.5.001,0,rural,agriculture,intersection,1734,651200,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.47.4.5.003,0,rural,agriculture,intersection,430,15600,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.47.4.6.003,0,rural,agriculture,intersection,1160,278800,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.47.4.6.007,0,rural,agriculture,not an intersection,1710,533000,other,unknown,other,other,other,other,other,0,none,no,no,no,no,0,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,1,nv
i.47.4.7.001,0,rural,agriculture,intersection,677.5,91875,traditional,thru-stop,t,undivided,undivided,paved,paved,25,none,yes,no,no,no,1,55,55,no,no,none,none,t,tb,no,no,no,no,no,no,no,3,nv
i.47.4.8.001,0,rural,agriculture,intersection,2252.5,320250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,present,yes,no,no,no,0,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,3,nv
i.47.4.9.001,0,rural,agriculture,intersection,1062.5,242725,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.47.4.9.010,0,rural,residential,intersection,872.5,115375,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.47.4.9.014,0,rural,agriculture,intersection,6255,2094500,traditional,thru-stop,x,undivided,undivided,paved,paved,15,present,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.1.002,0,rural,agriculture,intersection,1195,239700,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.1.004,0,rural,agriculture,intersection,980,184875,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.1.005,0,rural,agriculture,intersection,345,0,traditional,thru-stop,other,undivided,undivided,paved,other,0,none,yes,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.1.009,0,rural,agriculture,intersection,495,51750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.1.013,0,rural,agriculture,intersection,762.5,101775,traditional,thru-stop,x,undivided,undivided,paved,paved,15,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.1.022,0,small town,residential,intersection,565,45581.25,traditional,thru-stop,t,undivided,undivided,paved,paved,10,none,yes,no,no,no,0,30,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,2
i.49.4.1.026,0,rural,agriculture,intersection,3550,1525000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,no,0,55,55,yes,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.1.030,0,rural,agriculture,intersection,490,18000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.1.032,0,rural,agriculture,intersection,472.5,10125,traditional,thru-stop,other,undivided,undivided,paved,gravel,50,none,yes,no,no,no,0,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.1.033,0,rural,agriculture,intersection,497.5,21375,traditional,thru-stop,x,undivided,undivided,paved,paved,5,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.1.037,0,small town,residential,intersection,867.5,78412.5,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,no,0,30,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,2
i.49.4.1.038,0,small town,residential,intersection,1665,450500,traditional,thru-stop,t,undivided,undivided,paved,paved,10,present,no,yes,yes,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.49.4.1.046,0,small town,mixed use,intersection,2225,1046250,traditional,unknown,t,undivided,undivided,paved,paved,5,present,yes,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.49.4.1.047,0,rural,agriculture,intersection,1387.5,199062.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.1.050,0,rural,agriculture,intersection,955,49500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.1.053,0,rural,natural,intersection,1007.5,96750,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,no,no,no,no,0,30,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.1.054,0,small town,residential,intersection,990,81000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,tt,t,no,no,no,no,no,no,no,3,2
i.49.4.1.055,0,rural,agriculture,intersection,1027.5,114750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,no,0,30,30,no,no,none,none,tt,tr,no,no,no,no,no,no,no,3,nv
i.49.4.1.056,0,rural,agriculture,intersection,1497.5,168437.5,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,yes,no,no,0,30,30,no,no,none,none,tt,tr,no,no,no,no,no,no,no,3,nv
i.49.4.1.060,0,rural,agriculture,intersection,2025,323750,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,yes,yes,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.10.001,0,rural,agriculture,intersection,512.5,40462.5,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,yes,yes,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.10.006,0,rural,agriculture,intersection,412.5,30712.5,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.103.004,0,rural,residential,intersection,290,16125,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.104.001,0,small town,residential,intersection,9480,5984000,traditional,thru-stop,x,divided,undivided,paved,paved,5,none,no,no,no,yes,0,55,30,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,8
i.49.4.104.008,0,small town,residential,intersection,2310,1325000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,yes,no,no,no,0,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,3
i.49.4.11.001,1,rural,agriculture,intersection,3540,1494500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.11.006,0,rural,agriculture,intersection,732.5,103950,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.11.008,0,rural,agriculture,intersection,352.5,14487.5,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.11.013,0,rural,agriculture,intersection,902.5,193875,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.12.003,0,small town,mixed use,intersection,1510,497125,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.49.7.219.001,0,rural,agriculture,intersection,1227.5,89125,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,yes,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.12.008,0,rural,agriculture,intersection,1210,168000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.12.011,0,rural,agriculture,intersection,725,42900,traditional,thru-stop,x,undivided,undivided,paved,other,30,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.12.012,0,rural,agriculture,intersection,722.5,60937.5,traditional,thru-stop,t,undivided,undivided,paved,paved,25,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.12.017,0,small town,residential,intersection,1295,114000,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,no,yes,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.49.4.12.021,0,rural,agriculture,intersection,3325,2572500,traditional,thru-stop,x,undivided,undivided,paved,other,10,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.13.001,0,rural,agriculture,intersection,2920,1915375,traditional,thru-stop,x,undivided,undivided,paved,paved,10,present,yes,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.13.002,0,small town,mixed use,intersection,2800,1237500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.49.4.13.005,0,small town,mixed use,intersection,1400,432400,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,no,0,30,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,3
i.49.4.13.012,0,rural,agriculture,intersection,1027.5,82250,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.13.013,0,rural,agriculture,intersection,1225,267900,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.13.014,0,rural,industrial,intersection,1372.5,207000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.14.010,1,small town,residential,intersection,9200,10597500,traditional,thru-stop,x,divided,undivided,paved,paved,25,none,no,yes,no,yes,0,55,30,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,4,8
i.49.4.15.001,0,rural,agriculture,intersection,1882.5,790625,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,yes,no,yes,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.15.002,0,rural,agriculture,intersection,897.5,147900,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.17.001,0,rural,residential,intersection,2210,231000,traditional,thru-stop,x,undivided,undivided,paved,other,5,none,yes,no,no,no,1,55,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.17.008,0,suburban,residential,intersection,1242.5,342375,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.49.4.17.010,0,suburban,residential,intersection,570,60200,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.49.4.17.012,0,suburban,residential,intersection,602.5,74175,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.49.4.52.023,0,suburban,residential,intersection,2634,1716800,traditional,thru-stop,t,undivided,undivided,paved,paved,10,present,yes,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.49.4.17.016,0,suburban,residential,intersection,1665,311750,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.49.4.52.024,0,suburban,mixed use,intersection,2634,1716800,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.49.4.18.002,0,rural,natural,intersection,3640,336775,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,lttr,lttr,no,no,no,no,no,no,no,3,nv
i.49.4.19.004,0,small town,mixed use,intersection,2045,767250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,tr,t,yes,no,yes,no,no,no,no,3,2
i.49.4.2.001,0,rural,natural,intersection,712.5,74587.5,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,3,nv
i.49.4.2.002,0,rural,natural,intersection,432.5,37975,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,other,other,no,no,no,no,no,no,no,3,nv
i.49.4.2.006,0,rural,agriculture,intersection,550,54600,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.20.001,0,rural,natural,intersection,3790,615400,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,yes,no,no,yes,1,55,55,no,no,none,none,lttr,lttt,no,no,no,no,no,no,no,3,nv
i.49.4.20.007,0,rural,natural,intersection,462,41480,traditional,unknown,t,undivided,undivided,paved,paved,5,present,yes,yes,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.20.008,1,rural,natural,intersection,465,17000,traditional,unknown,t,undivided,undivided,paved,paved,5,present,yes,yes,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.21.001,0,small town,residential,intersection,2760,1683500,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,yes,no,0,30,30,no,no,none,none,tr,t,yes,no,no,no,no,no,no,4,2
i.49.4.21.003,0,small town,residential,intersection,1032.5,86950,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,0,30,30,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,2
i.49.4.21.012,0,rural,agriculture,intersection,2465,1344750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.21.014,0,rural,agriculture,intersection,995,161950,traditional,thru-stop,other,undivided,undivided,paved,paved,40,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.22.001,0,rural,agriculture,intersection,3742.5,929562.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.22.008,0,rural,agriculture,intersection,367.5,7762.5,traditional,thru-stop,t,undivided,undivided,paved,gravel,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.22.012,0,rural,natural,intersection,4645,771506.25,traditional,thru-stop,t,divided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,lttr,ltt,no,no,no,no,no,no,no,3,nv
i.49.4.23.001,0,rural,agriculture,intersection,1790,435000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.23.004,0,rural,agriculture,intersection,665,49300,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.23.005,0,rural,agriculture,intersection,840,150800,traditional,yield,other,undivided,undivided,paved,paved,40,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.23.006,0,rural,agriculture,intersection,1152.5,203362.5,traditional,thru-stop,other,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.23.008,0,rural,agriculture,intersection,747.5,115275,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.23.012,0,rural,agriculture,intersection,530,16168.75,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.23.013,0,rural,agriculture,intersection,630,76725,traditional,thru-stop,t,undivided,undivided,paved,paved,5,none,yes,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.24.003,0,small town,mixed use,intersection,1990,561000,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,3,2
i.49.4.24.004,0,rural,agriculture,intersection,2375,1196250,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,yes,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,4,nv
i.49.4.24.005,0,rural,agriculture,intersection,2705,1740750,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.25.003,3,rural,agriculture,intersection,2092.5,699312.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,yes,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.26.001,0,rural,agriculture,intersection,1677.5,329875,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.26.004,0,rural,agriculture,intersection,2087.5,356250,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.26.011,1,small town,mixed use,intersection,14950,29865625,traditional,signal,x,undivided,undivided,paved,paved,25,present,no,yes,no,yes,0,30,30,no,no,none,none,lttr,ltt,yes,no,yes,no,no,no,no,4,5
i.49.4.26.012,0,small town,mixed use,intersection,4250,4410000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,present,no,yes,no,yes,0,30,30,no,no,none,none,t,t,yes,no,no,no,no,no,no,4,2
i.49.4.26.017,0,small town,residential,intersection,2490,1343000,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,4,2
i.49.4.26.018,0,small town,mixed use,driveway (residential),2284,1302400,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,yes,no,yes,0,30,30,no,no,none,none,t,t,no,no,no,no,no,no,no,3,2
i.49.4.26.021,1,rural,agriculture,intersection,982.5,21600,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.26.024,0,rural,agriculture,intersection,1540,580800,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.26.028,0,rural,agriculture,intersection,697.5,68150,traditional,thru-stop,x,undivided,undivided,paved,other,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,4,nv
i.49.4.26.030,0,rural,agriculture,intersection,840,150800,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,t,t,no,no,no,no,no,no,no,3,nv
i.49.4.26.031,0,rural,mixed use,intersection,2222.5,888250,traditional,thru-stop,x,undivided,undivided,paved,paved,10,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.26.033,0,rural,agriculture,intersection,497.5,15112.5,traditional,thru-stop,x,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,tr,no,no,no,no,no,no,no,4,nv
i.49.4.26.036,0,rural,agriculture,intersection,577.5,60500,traditional,thru-stop,t,undivided,undivided,paved,paved,25,none,yes,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
i.49.4.26.037,0,rural,agriculture,intersection,495,33200,traditional,thru-stop,t,undivided,undivided,paved,paved,0,none,no,no,no,no,1,55,55,no,no,none,none,tr,t,no,no,no,no,no,no,no,3,nv
