ACCN,Cur_CRSP2ID_int
123170207,C.27.4.15.004
123170298,C.69.4.97.001
123180055,C.04.7.111.011
123180107,C.27.4.10.054
123190032,C.69.4.4.001
123190143,C.73.4.50.018
123190171,C.27.4.73.001
123190198,C.27.4.19.001
123200032,C.56.4.35.033
123200074,C.27.4.33.001
123200082,C.25.4.21.004
123200136,C.56.4.46.001
123200175,C.27.4.1.028
123210052,C.56.4.17.002
123210125,C.69.4.15.002
123220021,C.04.4.44.002
123220035,C.55.4.20.006
123220052,C.86.4.33.002
123220053,C.86.4.38.005
123220085,C.55.4.33.009
123230026,C.55.4.9.003
123230071,C.27.4.35.004
123230133,C.55.4.22.005
123240054,C.27.4.52.003
123250022,C.69.4.100.012
123250067,C.27.4.16.014
123250094,C.27.4.88.001
123250095,C.27.4.1.023
123250116,C.27.4.1.023
123260032,C.69.4.34.006
123260089,C.43.4.7.009
123260115,C.49.4.3.013
123270010,C.73.7.137.001
123270125,C.73.4.75.013
123270137,C.18.7.127.007
123270159,C.27.4.61.063
123270166,C.73.4.4.016
123280017,C.27.4.61.063
123280152,C.27.4.15.014
123280169,C.73.7.154.006
123290017,C.69.4.9.005
123290019,C.27.4.15.040
123290021,C.69.4.34.001
123300032,C.73.4.1.014
123300035,C.73.4.4.012
123300045,C.73.7.134.011
123300055,C.69.4.67.005
123310042,C.04.4.24.014
123310067,C.27.4.10.070
123310077,C.27.4.10.069
123310146,C.27.4.158.010
123310166,C.56.4.3.013
123310287,C.27.4.101.029
123310290,C.86.4.37.049
123320042,C.69.4.90.001
123320043,C.49.4.1.021
123320097,C.27.4.1.027
123320130,C.27.4.152.024
123320140,C.27.4.81.032
123320200,C.55.4.10.006
123330007,C.18.4.25.002
123330051,C.43.4.2.013
123330077,C.55.4.5.014
123330102,C.27.4.152.025
123330115,C.27.4.61.063
123340046,C.27.4.3.019
123340096,C.27.4.62.009
123350023,C.27.4.152.029
123350042,C.27.4.19.008
123350117,C.27.4.61.060
123360016,C.27.4.1.002
123370159,C.27.4.2.001
123380011,C.27.4.3.009
123380120,C.27.4.152.024
123380125,C.56.4.24.005
123380146,C.25.4.24.021
123380228,C.25.4.10.006
123380253,C.27.4.152.003
123390077,C.27.4.57.012
123390084,C.27.4.1.028
123400002,C.55.4.16.005
123400027,C.27.4.1.023
123410060,C.73.4.3.009
123410096,C.27.4.1.027
123410105,C.18.4.77.001
123420008,C.73.4.2.015
123420045,C.27.4.1.023
123420069,C.27.4.10.070
123420081,C.69.4.84.009
123420140,C.73.4.50.006
123420156,C.27.4.61.009
123420212,C.86.4.35.015
123420230,C.27.4.112.013
123420252,C.27.4.15.054
123420265,C.27.4.60.002
123420402,C.27.4.9.026
123430021,C.86.4.30.010
123430048,C.27.4.3.027
123430073,C.27.4.101.009
123430095,C.73.7.145.005
123430097,C.27.4.152.001
123430203,C.56.4.24.007
123430318,C.55.4.34.004
123440048,C.25.4.6.004
123440066,C.73.4.72.003
123440083,C.27.4.3.021
123440105,C.73.4.65.005
123440127,C.27.4.110.018
123440141,C.27.4.15.024
123440196,C.04.4.22.016
123440229,C.27.4.51.001
123440274,C.27.4.66.012
123440321,C.18.4.3.006
123440331,C.18.4.3.002
123440366,C.25.4.30.009
123450001,C.73.4.1.003
123450096,C.73.4.65.010
123450170,C.27.4.152.004
123460145,C.73.4.2.029
123460188,C.86.4.8.018
123460367,C.04.4.7.005
123460545,C.86.4.18.001
123470039,C.13.4.14.007
123470078,C.27.4.3.002
123470097,C.73.4.1.003
123470131,C.27.4.31.005
123470154,C.27.4.152.030
123470173,C.86.4.12.009
123470248,C.27.4.12.026
123470531,C.73.4.1.004
123480017,C.25.4.18.001
123480037,C.56.4.88.001
123480081,C.47.4.19.004
123480195,C.69.4.24.008
123490183,C.27.4.19.046
123490207,C.27.4.35.005
123500071,C.73.7.142.002
123500088,C.27.4.61.009
123500138,C.18.4.5.002
123500242,C.55.4.22.005
123500244,C.04.4.9.006
123510013,C.55.4.36.003
123520018,C.56.4.35.057
123520036,C.13.4.16.013
123530006,C.69.4.73.009
123530018,C.27.4.10.070
123530023,C.73.4.134.002
123530027,C.49.4.76.001
123530029,C.73.7.186.003
123530098,C.27.4.3.025
123530107,C.27.4.33.001
123530131,C.43.4.115.001
123540013,C.56.4.1.008
123540084,C.56.4.1.009
123540088,C.27.4.37.001
123550009,C.86.4.4.002
123550217,C.27.4.101.001
123560076,C.27.4.130.011
123560109,C.27.4.1.025
123560133,C.27.4.3.024
123560195,C.27.4.81.032
123570105,C.69.4.99.001
123570107,C.86.4.37.040
123570140,C.13.4.10.006
123580093,C.13.4.23.011
123580100,C.69.4.77.009
123590051,C.69.4.7.012
123590069,C.27.4.152.004
123600012,C.69.4.47.008
123610044,C.27.4.52.006
123610049,C.27.4.10.070
123610051,C.27.4.152.003
123610065,C.13.4.19.001
123620074,C.27.4.1.011
123620123,C.27.4.50.020
123630072,C.27.4.88.001
123630074,C.27.4.152.003
123630085,C.27.7.202.001
123630185,C.27.4.110.016
123630189,C.55.7.147.006
123630207,C.55.4.22.006
123640001,C.27.4.15.044
123650115,C.27.4.3.019
123660009,C.56.4.34.010
123660174,C.69.7.297.001
130010027,C.69.4.43.004
130020028,C.27.4.1.015
130020058,C.73.4.3.009
130030034,C.73.4.7.002
130040042,C.27.4.15.064
130040296,C.09.4.1.006
130070059,C.27.4.153.002
130070081,C.27.4.12.016
130080059,C.27.4.158.011
130080067,C.55.4.22.015
130090067,C.27.4.62.009
130090073,C.27.4.152.006
130090083,C.27.4.61.022
130090086,C.27.4.28.001
130090095,C.27.4.152.003
130090107,C.27.4.46.002
130090124,C.27.4.1.023
130100036,C.27.4.9.010
130100047,C.27.4.28.014
130110089,C.27.4.61.013
130110130,C.27.4.66.017
130110132,C.27.4.48.002
130110170,C.27.4.52.001
130140087,C.27.4.27.001
130140101,C.27.4.9.021
130140119,C.27.4.9.020
130140133,C.27.4.25.004
130140135,C.27.4.3.025
130140148,C.27.4.9.020
130150053,C.27.4.1.023
130150058,C.27.4.152.023
130150059,C.27.4.152.002
130150060,C.27.4.43.004
130160135,C.27.4.61.010
130170048,C.27.4.52.004
130220067,C.27.4.52.004
130230194,C.24.4.22.001
130290120,C.27.4.66.019
130290134,C.27.4.52.001
130290225,C.27.4.10.046
130300083,C.27.4.40.012
130350078,C.27.4.43.004
130500086,C.49.7.236.001
130950048,C.69.7.256.003
130010074,C.04.4.8.001
130010075,C.13.4.18.011
130020010,C.73.4.2.021
130020161,C.18.4.49.001
130030110,C.73.4.9.038
130030308,C.18.4.16.003
130040162,C.27.4.6.022
130040181,C.73.4.75.009
130040228,C.49.4.51.005
130050059,C.69.4.99.003
130060026,C.73.4.8.014
130060041,C.69.4.54.004
130070136,C.86.4.39.028
130090055,C.55.4.5.011
130090193,C.27.4.33.001
130090215,C.27.4.1.028
130110050,C.25.4.9.013
130110108,C.25.4.30.011
130120070,C.18.4.77.005
130130085,C.55.4.22.006
130130110,C.24.4.22.001
130140061,C.18.4.4.011
130150161,C.27.4.101.001
130150206,C.18.4.11.023
130160049,C.86.4.30.007
130160053,C.13.4.1.004
130160069,C.73.4.13.007
130160086,C.27.4.92.005
130160114,C.86.4.12.002
130160207,C.86.4.39.019
130160210,C.73.4.13.003
130160212,C.73.7.186.003
130170072,C.27.4.1.026
130170135,C.25.4.24.007
130180052,C.27.4.130.011
130180133,C.27.4.66.014
130180153,C.43.4.2.005
130190038,C.69.7.223.008
130190044,C.55.4.5.013
130210016,C.73.4.11.009
130210039,C.86.4.36.001
130210075,C.69.4.20.006
130220031,C.47.4.2.006
130220098,C.09.4.61.026
130230003,C.18.4.1.008
130230237,C.24.4.29.010
130240044,C.55.4.1.019
130240058,C.86.4.35.009
130240096,C.18.4.1.011
130240203,C.86.4.17.008
130250028,C.27.4.152.026
130250151,C.55.4.22.003
130260019,C.04.4.12.001
130260045,C.86.4.30.009
130260074,C.04.4.22.010
130260116,C.69.4.21.017
130270063,C.27.4.122.001
130270222,C.73.4.1.005
130280140,C.18.4.20.001
130280163,C.18.4.16.004
130280180,C.27.4.10.029
130280407,C.69.4.17.001
130290003,C.73.4.4.019
130290024,C.73.4.134.002
130290034,C.27.4.39.003
130290035,C.73.4.29.004
130290053,C.27.4.152.014
130290159,C.73.4.7.002
130290238,C.55.4.34.005
130290260,C.27.4.6.031
130290305,C.55.4.34.005
130300075,C.27.4.61.047
130300113,C.55.4.8.010
130310066,C.86.4.37.054
130310068,C.86.4.37.040
130310070,C.86.4.7.016
130310088,C.27.4.44.011
130310114,C.56.4.46.001
130320001,C.27.4.16.001
130320024,C.27.4.8.004
130320212,C.27.7.26.009
130320323,C.55.4.22.006
130330034,C.69.4.90.004
130330040,C.27.4.15.013
130330043,C.27.4.44.018
130330071,C.27.4.35.003
130330149,C.18.4.77.008
130330404,C.27.4.152.029
130340012,C.55.7.114.005
130340014,C.27.4.152.029
130340015,C.27.4.61.023
130340124,C.43.4.7.025
130340176,C.13.4.9.031
130350053,C.27.7.47.002
130350077,C.27.4.122.001
130350127,C.73.7.158.002
130350129,C.55.4.1.019
130350226,C.27.4.19.051
130350248,C.24.4.47.001
130350249,C.27.4.19.017
130350271,C.27.4.125.006
130360049,C.24.4.22.002
130360090,C.27.4.15.016
130360117,C.27.4.81.007
130360136,C.86.7.128.002
130360194,C.27.4.19.052
130370006,C.43.4.8.002
130370045,C.55.4.22.011
130370068,C.27.4.9.024
130370117,C.04.4.15.012
130370160,C.27.4.109.001
130370191,C.27.4.81.019
130380032,C.47.4.14.002
130380034,C.47.4.9.009
130380079,C.73.4.65.001
130380105,C.73.4.13.003
130390041,C.43.4.23.003
130390043,C.27.4.3.026
130390077,C.27.4.152.026
130390174,C.27.4.39.008
130400040,C.43.4.7.023
130410012,C.18.4.3.008
130410096,C.27.4.88.001
130410142,C.69.4.23.023
130410165,C.27.4.101.030
130410178,C.69.7.882.002
130410181,C.27.4.9.014
130420024,C.27.4.28.006
130420031,C.69.4.138.019
130420037,C.13.4.19.011
130420043,C.86.4.35.003
130420096,C.73.4.120.003
130420164,C.27.4.112.009
130420174,C.69.4.16.010
130430018,C.27.4.50.030
130430028,C.69.4.4.007
130440048,C.27.4.158.001
130440052,C.27.4.43.004
130440053,C.27.4.81.006
130440065,C.27.4.52.006
130450018,C.27.4.44.019
130450091,C.27.4.144.003
130450101,C.04.4.8.009
130450133,C.27.4.15.063
130450236,C.73.7.168.010
130450363,C.73.4.54.004
130460036,C.27.4.9.026
130460055,C.27.4.61.014
130460073,C.27.4.158.011
130460129,C.86.7.131.003
130460212,C.25.4.19.017
130470033,C.13.4.9.010
130480067,C.73.4.10.010
130490027,C.25.4.18.010
130490094,C.69.4.88.038
130490097,C.69.4.21.014
130490127,C.86.4.37.039
130500008,C.27.4.3.028
130500019,C.86.4.37.024
130500072,C.86.4.5.003
130500093,C.27.4.43.002
130500217,C.86.4.37.053
130500290,C.69.4.16.009
130510082,C.27.4.66.019
130520015,C.27.4.44.018
130520061,C.86.7.119.011
130520090,C.27.4.1.027
130520096,C.27.4.66.018
130520107,C.25.4.18.001
130530039,C.73.4.133.005
130530045,C.27.4.110.002
130530130,C.27.4.5.004
130540008,C.27.4.101.009
130550037,C.13.7.71.002
130560029,C.27.4.152.003
130560086,C.73.4.1.005
130560113,C.86.4.12.009
130570040,C.27.4.1.023
130570064,C.27.4.81.015
130570076,C.86.7.106.010
130570085,C.27.4.109.001
130580071,C.47.4.18.021
130580098,C.27.4.60.003
130580133,C.69.4.37.004
130590015,C.27.7.159.001
130590049,C.43.4.115.003
130590068,C.27.4.1.023
130590086,C.43.7.58.002
130590111,C.27.4.10.069
130600015,C.55.4.1.002
130600049,C.27.4.1.022
130600089,C.27.4.88.002
130600090,C.55.4.22.001
130600100,C.27.4.40.007
130610019,C.73.7.159.015
130620085,C.69.4.21.012
130630040,C.27.4.15.040
130630072,C.27.4.52.003
130630237,C.18.4.5.002
130640007,C.69.4.5.005
130640020,C.27.7.201.011
130640141,C.27.4.61.009
130640146,C.27.4.27.004
130640147,C.27.4.3.026
130640151,C.27.4.66.013
130650062,C.55.4.22.011
130650071,C.27.4.1.023
130650112,C.86.4.37.019
130650212,C.73.7.134.010
130670044,C.27.4.88.002
130670046,C.04.4.21.001
130670079,C.27.4.152.027
130680088,C.27.4.19.019
130690039,C.13.4.8.013
130690055,C.73.4.9.032
130690057,C.18.4.8.028
130690062,C.55.7.133.006
130690080,C.49.4.52.026
130700022,C.73.7.149.003
130700112,C.27.4.25.004
130710009,C.69.4.99.001
130710042,C.27.4.31.004
130720097,C.27.4.10.054
130720102,C.27.4.25.004
130720108,C.27.4.19.028
130720122,C.25.4.21.010
130720134,C.27.4.50.022
130720154,C.49.7.258.007
130720155,C.73.4.13.007
130730100,C.27.4.73.001
130730121,C.13.4.37.004
130730133,C.27.4.88.001
130730163,C.27.4.122.001
130730181,C.27.4.5.018
130740012,C.27.4.5.019
130740050,C.27.4.4.023
130740072,C.27.4.27.001
130740081,C.27.4.152.023
130740096,C.49.7.201.001
130740115,C.27.4.19.017
130740370,C.27.4.19.051
130740371,C.27.4.130.005
130740376,C.27.4.1.023
130750055,C.27.4.15.048
130750165,C.73.4.49.006
130750263,C.73.4.4.002
130750279,C.69.7.180.014
130750291,C.56.4.1.003
130750301,C.27.4.4.015
130760026,C.86.4.37.036
130760122,C.86.4.17.004
130760239,C.27.4.4.015
130770167,C.27.7.47.005
130770201,C.47.4.15.005
130770260,C.27.4.10.004
130770269,C.73.4.2.023
130770281,C.73.4.11.004
130780003,C.86.4.42.001
130780010,C.73.4.7.013
130780016,C.73.7.145.007
130780020,C.86.4.35.027
130780027,C.27.4.28.018
130780083,C.27.4.1.028
130780136,C.27.4.50.028
130780141,C.86.4.35.014
130780145,C.47.4.27.012
130780188,C.27.4.40.004
130780238,C.86.4.30.005
130790015,C.27.4.110.002
130790023,C.43.4.1.001
130790064,C.27.4.1.025
130790075,C.25.4.6.020
130790381,C.27.4.50.009
130800023,C.25.4.6.011
130800027,C.13.4.9.007
130800098,C.73.7.168.002
130800141,C.27.4.3.021
130800162,C.27.4.19.011
130810107,C.73.4.75.013
130810133,C.69.7.368.002
130820002,C.55.4.5.003
130820021,C.27.4.81.004
130820153,C.73.4.12.016
130820155,C.73.7.134.010
130840017,C.27.4.60.002
130840041,C.27.4.24.014
130850049,C.27.4.1.022
130850050,C.25.4.9.014
130850071,C.27.4.12.001
130850086,C.27.4.43.004
130860023,C.86.4.35.027
130860024,C.55.7.147.010
130860036,C.18.4.18.005
130860038,C.27.4.52.004
130860048,C.27.4.101.006
130870066,C.25.4.18.005
130870077,C.55.4.22.015
130880031,C.27.4.52.004
130880037,C.73.7.154.002
130880084,C.69.4.24.050
130910010,C.27.4.15.016
130920007,C.73.7.134.011
130920116,C.27.4.9.024
130920135,C.73.4.134.004
130930019,C.73.7.136.001
130930030,C.13.4.7.004
130940015,C.73.4.75.013
130940099,C.13.4.9.041
130940122,C.27.4.10.061
130940187,C.69.4.4.005
130950057,C.27.4.1.023
130950076,C.86.4.8.018
130980108,C.69.7.422.001
130980118,C.27.4.30.013
130990050,C.27.4.66.018
130990077,C.73.4.50.025
130990087,C.69.4.9.008
130990109,C.27.4.24.008
131000032,C.43.4.7.017
131000240,C.69.4.68.007
131010223,C.27.4.61.009
131010388,C.27.4.1.013
131020021,C.27.4.60.009
131020213,C.69.4.101.009
131030026,C.86.4.16.009
131030040,C.73.4.1.013
131030122,C.55.4.36.004
131040005,C.73.7.145.002
131040040,C.73.4.1.004
131040046,C.25.4.5.041
131040119,C.27.4.1.004
131050018,C.69.4.48.004
131060031,C.04.4.15.010
131060067,C.27.4.10.057
131060068,C.27.4.66.017
131060077,C.27.4.152.003
131070001,C.69.7.929.005
131070020,C.27.4.37.001
131070101,C.69.4.16.021
131080052,C.27.4.43.004
131080099,C.27.4.5.002
131080247,C.27.4.8.010
131080260,C.73.4.75.017
131080287,C.27.4.61.037
131080303,C.43.4.7.026
131090061,C.27.4.9.026
131090063,C.27.4.61.042
131090066,C.27.4.116.004
131090076,C.27.4.16.010
131090098,C.69.4.10.004
131090239,C.73.4.2.004
131090266,C.18.4.10.042
131100031,C.27.4.130.003
131100066,C.55.4.22.001
131100107,C.27.4.30.006
131100110,C.27.4.10.046
131110037,C.86.4.37.028
131110071,C.27.4.81.011
131110080,C.43.7.60.010
131110107,C.18.4.31.007
131120014,C.27.4.152.022
131120132,C.73.4.133.002
131120140,C.27.4.10.002
131130107,C.27.4.152.025
131130119,C.27.4.152.001
131130283,C.27.4.101.015
131140019,C.25.4.7.011
131140042,C.86.4.35.029
131140085,C.27.4.1.023
131150054,C.27.4.9.022
131150094,C.86.4.37.018
131160021,C.73.7.157.002
131160030,C.27.4.48.002
131170001,C.27.4.81.022
131170048,C.47.4.28.010
131170056,C.27.4.66.001
131170092,C.69.4.132.001
131190052,C.27.4.57.011
131190068,C.27.4.12.011
131190076,C.27.4.33.001
131190085,C.73.4.2.004
131200024,C.27.4.30.002
131200109,C.27.7.47.008
131210021,C.56.4.35.030
131210031,C.27.4.61.048
131210077,C.27.4.66.018
131210135,C.25.4.6.008
131220055,C.55.4.25.003
131230045,C.27.4.152.005
131230063,C.27.4.66.018
131240020,C.27.4.5.004
131240037,C.27.4.152.027
131240058,C.25.4.2.005
131260042,C.27.4.61.005
131260072,C.56.4.4.015
131270035,C.27.4.10.054
131270038,C.27.4.48.002
131270063,C.27.4.1.025
131270065,C.27.4.60.011
131270069,C.27.4.152.025
131270138,C.86.4.8.012
131280040,C.09.4.2.002
131280132,C.73.4.75.001
131290046,C.27.4.52.004
131300058,C.86.4.37.048
131300126,C.24.4.46.005
131310086,C.73.4.74.002
131330016,C.27.4.61.051
131330080,C.27.4.88.002
131330222,C.27.4.158.007
131340071,C.27.4.53.003
131340126,C.27.4.158.007
131340129,C.18.4.66.007
131340136,C.55.4.22.017
131340175,C.73.4.1.006
131350048,C.13.4.30.001
131350144,C.49.4.12.008
131350153,C.27.4.81.007
131370135,C.27.4.25.003
131380005,C.73.7.143.003
131390076,C.56.4.82.006
131390077,C.25.4.31.001
131400109,C.86.4.13.001
131400139,C.27.4.5.016
131410050,C.27.4.9.024
131410067,C.27.4.61.048
131410126,C.55.4.22.011
131410132,C.73.4.3.005
131410165,C.24.4.22.001
131430018,C.56.4.71.003
131430173,C.27.4.130.013
131440042,C.27.4.152.026
131440043,C.27.4.28.019
131440116,C.43.4.7.014
131450089,C.47.4.9.010
131460106,C.56.4.42.005
131470036,C.13.4.7.010
131470077,C.27.4.81.028
131480031,C.27.4.10.069
131480043,C.27.4.9.022
131480054,C.27.4.3.026
131480059,C.27.4.25.003
131480076,C.27.4.37.001
131480079,C.27.4.88.001
131480106,C.27.4.52.003
131480122,C.25.4.5.015
131490021,C.04.4.9.003
131500015,C.27.4.35.008
131500021,C.49.4.52.020
131500023,C.27.4.66.007
131500034,C.27.4.53.003
131500037,C.24.4.20.007
131500088,C.73.7.134.011
131510017,C.56.4.35.051
131510042,C.73.4.4.016
131510070,C.27.4.152.029
131510172,C.86.4.6.018
131510198,C.25.4.14.022
131520047,C.73.7.134.010
131530069,C.86.4.37.027
131530098,C.27.4.6.016
131530102,C.27.4.15.061
131530123,C.25.4.2.001
131540091,C.69.4.116.145
131540094,C.27.4.15.060
131550035,C.27.4.61.040
131550039,C.27.4.52.005
131550103,C.27.4.1.028
131560062,C.27.4.27.003
131570109,C.69.7.753.003
131570119,C.56.4.9.002
131580053,C.27.4.15.054
131590054,C.27.4.40.004
131610057,C.69.4.21.014
131620040,C.27.4.43.004
131620105,C.56.4.1.003
131620107,C.27.4.1.023
131640078,C.73.4.1.006
131640083,C.27.4.52.003
131640087,C.27.4.13.006
131640096,C.27.4.66.004
131640158,C.25.4.5.050
131650060,C.04.4.11.002
131650068,C.27.4.27.005
131650087,C.27.4.152.006
131650112,C.27.4.152.026
131650113,C.27.4.1.023
131650117,C.27.4.152.028
131650120,C.27.4.3.024
131650124,C.27.4.152.025
131650180,C.25.4.11.028
131650192,C.73.4.9.038
131660055,C.27.4.110.018
131660059,C.86.7.117.003
131660067,C.27.4.12.005
131670012,C.27.4.3.002
131670028,C.04.4.8.002
131670050,C.09.4.45.001
131670087,C.18.4.49.003
131680039,C.27.4.12.002
131680137,C.86.4.4.004
131690074,C.47.4.27.009
131700032,C.24.4.19.006
131700192,C.13.4.23.012
131710022,C.86.4.9.006
131710031,C.27.4.5.022
131710035,C.27.4.60.011
131710037,C.27.4.46.001
131710069,C.18.7.134.001
131720066,C.73.4.75.019
131720067,C.27.4.3.019
131730019,C.18.4.66.010
131740018,C.69.4.31.006
131740022,C.09.4.1.022
131740070,C.27.4.61.009
131740082,C.27.4.130.003
131750012,C.24.7.101.003
131750159,C.73.4.1.022
131760105,C.27.4.152.002
131770095,C.27.4.152.026
131770177,C.27.4.10.061
131780189,C.27.4.19.025
131790043,C.27.4.152.024
131800003,C.73.4.44.014
131800048,C.73.4.44.016
131800055,C.27.4.61.060
131800068,C.69.4.21.037
131800115,C.27.4.19.025
131810035,C.09.4.4.002
131810053,C.73.7.134.011
131810062,C.73.4.6.006
131810117,C.69.9.8135.004
131820086,C.13.4.16.022
131820102,C.56.4.40.001
131820257,C.73.7.134.011
131830067,C.27.4.10.059
131830072,C.27.4.1.027
131830105,C.27.7.26.019
131830163,C.69.4.4.006
131830273,C.69.7.408.057
131840061,C.25.4.18.010
131840105,C.86.4.5.009
131840176,C.27.4.5.018
131850098,C.69.4.4.009
131860069,C.86.4.36.009
131860083,C.27.4.101.003
131880004,C.56.4.24.011
131890056,C.73.4.12.016
131890096,C.27.4.19.051
131890109,C.69.4.4.045
131900010,C.04.4.12.001
131900089,C.27.4.101.003
131900106,C.56.4.35.039
131900129,C.27.4.152.003
131900154,C.04.4.17.005
131900180,C.86.4.7.016
131900191,C.27.4.1.025
131910107,C.27.4.1.023
131910152,C.69.4.21.012
131920012,C.73.4.32.004
131920067,C.73.4.75.009
131920126,C.27.4.1.026
131920246,C.27.4.81.004
131930023,C.25.4.18.004
131930060,C.27.4.152.027
131930154,C.73.4.17.013
131950039,C.56.4.15.007
131950087,C.04.4.7.006
131960012,C.25.4.11.002
131960023,C.27.4.5.001
131970006,C.09.4.7.018
131970028,C.73.4.7.004
131970053,C.27.4.28.015
131970073,C.27.4.1.023
131970086,C.04.4.32.018
131970095,C.27.4.27.001
131970096,C.27.4.15.039
131980058,C.27.4.60.021
131980152,C.73.4.75.005
131980155,C.25.4.66.004
131980160,C.27.4.24.010
131990006,C.73.4.51.006
132010066,C.55.4.25.006
132010087,C.73.4.1.003
132030005,C.24.7.71.013
132030067,C.27.4.6.015
132030088,C.47.4.1.012
132040001,C.27.4.88.002
132040042,C.73.4.75.019
132040116,C.04.4.14.012
132040158,C.13.4.24.001
132050121,C.73.4.75.013
132060005,C.55.4.1.003
132060045,C.27.4.152.006
132060086,C.27.4.1.027
132060177,C.86.4.36.007
132070017,C.73.4.54.002
132070030,C.73.4.133.005
132070082,C.18.4.48.007
132070086,C.27.4.152.024
132070094,C.27.4.88.004
132070099,C.27.4.152.024
132070104,C.27.4.3.026
132070155,C.27.4.12.032
132090060,C.56.4.55.009
132090085,C.09.4.13.011
132090109,C.47.4.2.015
132100103,C.69.4.9.004
132100124,C.25.4.11.005
132100136,C.27.4.15.060
132100138,C.27.4.28.021
132100243,C.27.4.2.001
132110093,C.13.4.10.007
132120134,C.73.4.16.001
132130025,C.86.4.12.008
132130054,C.27.4.152.025
132130124,C.73.7.134.011
132140016,C.55.4.8.007
132140052,C.27.4.1.022
132140058,C.27.4.27.001
132140100,C.56.4.1.003
132140112,C.27.4.4.015
132150115,C.25.4.25.002
132170002,C.86.4.17.001
132170056,C.04.4.13.002
132170133,C.27.4.15.043
132180060,C.27.4.152.008
132190076,C.55.4.36.003
132190139,C.55.4.1.001
132190174,C.73.4.2.014
132200027,C.55.4.22.003
132200179,C.27.4.92.012
132210018,C.13.4.4.008
132210039,C.27.4.1.023
132210111,C.56.4.9.007
132210158,C.25.4.6.001
132220062,C.43.4.2.007
132220135,C.43.4.19.003
132230107,C.18.4.36.006
132230108,C.69.7.411.003
132240039,C.56.4.14.005
132240046,C.27.4.1.023
132250023,C.27.4.122.001
132260004,C.69.7.431.001
132260133,C.86.4.37.034
132270026,C.27.4.61.058
132270052,C.56.4.16.009
132270073,C.86.4.37.047
132270082,C.56.4.4.010
132270098,C.27.4.1.012
132270110,C.69.4.4.007
132290024,C.86.4.30.009
132290046,C.56.7.111.005
132290113,C.27.4.101.013
132300008,C.25.4.1.005
132310014,C.27.4.152.029
132320082,C.27.4.88.002
132320109,C.27.4.3.026
132320119,C.27.4.10.059
132320129,C.27.4.28.001
132320140,C.27.4.152.003
132320144,C.27.4.66.018
132320162,C.27.4.22.001
132320227,C.27.4.101.010
132320236,C.24.4.22.001
132320323,C.86.4.37.048
132330014,C.73.4.1.001
132330128,C.86.4.39.010
132330130,C.73.4.75.012
132330133,C.27.4.9.027
132330135,C.27.7.202.002
132330166,C.73.4.35.001
132350099,C.18.4.30.015
132350177,C.49.4.15.003
132360085,C.27.4.8.009
132370003,C.55.4.25.003
132370070,C.04.4.20.009
132370105,C.86.4.30.007
132380043,C.27.4.152.029
132380277,C.56.4.31.025
132390003,C.86.4.7.005
132390021,C.86.4.36.011
132400013,C.69.7.329.001
132400105,C.25.4.24.002
132410041,C.27.4.10.067
132410044,C.27.4.9.010
132410058,C.27.4.12.007
132410068,C.27.4.61.048
132420026,C.56.4.41.019
132420057,C.27.4.48.002
132420067,C.27.4.1.023
132420068,C.27.4.152.029
132430103,C.27.4.19.012
132450012,C.73.4.82.002
132450079,C.27.4.37.001
132460106,C.27.4.48.002
132470072,C.27.4.84.008
132470079,C.47.4.18.006
132470115,C.69.7.269.002
132470293,C.27.4.25.004
132480007,C.55.4.20.006
132480012,C.04.4.8.011
132480083,C.27.4.52.003
132480085,C.27.4.3.024
132490014,C.73.4.9.003
132490045,C.18.4.77.005
132490046,C.43.4.7.016
132490106,C.69.4.90.001
132490118,C.73.4.4.012
132490133,C.73.4.1.006
132490156,C.69.4.23.017
132490189,C.27.4.12.001
132490292,C.27.4.1.027
132500067,C.43.4.115.012
132510037,C.27.4.101.029
132510110,C.69.4.4.015
132520060,C.56.4.36.013
132530090,C.86.4.18.008
132540165,C.27.4.50.014
132550014,C.69.4.13.003
132550019,C.18.7.111.004
132550133,C.73.4.133.004
132550140,C.73.7.134.011
132550157,C.27.4.57.012
132560061,C.27.4.61.030
132560068,C.73.4.50.006
132560156,C.27.4.152.025
132560173,C.27.4.15.034
132570132,C.27.4.15.054
132570166,C.55.4.22.012
132580010,C.27.4.19.052
132580062,C.86.4.35.017
132580086,C.24.4.46.005
132580120,C.69.4.4.007
132590005,C.55.4.24.003
132590116,C.27.4.62.005
132590170,C.69.4.116.189
132600056,C.27.7.202.002
132600072,C.27.4.152.025
132600090,C.27.4.60.011
132600168,C.27.4.101.006
132600281,C.27.4.53.001
132610035,C.55.4.1.019
132610070,C.27.4.152.004
132610107,C.86.4.6.002
132610122,C.27.4.1.011
132620040,C.69.4.15.007
132620157,C.55.4.5.010
132630034,C.27.4.28.021
132630036,C.55.4.22.011
132630067,C.73.4.137.004
132630109,C.56.4.34.008
132640015,C.13.4.7.007
132640033,C.69.4.21.011
132640035,C.27.4.31.005
132640047,C.27.4.40.010
132640063,C.43.4.16.006
132650086,C.55.4.5.001
132660040,C.27.4.158.008
132660135,C.13.4.14.008
132670003,C.27.4.53.002
132670009,C.18.7.127.011
132670070,C.69.7.565.001
132670076,C.86.4.20.015
132680006,C.86.4.33.004
132680047,C.27.4.1.023
132680050,C.27.4.9.022
132680075,C.27.4.152.003
132680088,C.13.4.14.012
