acc_0615_ForGIS_pt.ACCN,acc_0615_ForGIS_pt.Int_CRSP2ID_int
151560091,2020008
151560205,170065
151560206,320063
151560228,360001
151560234,1520122
151570001,1520058
151570006,150086
151570026,220020
151570046,30258
151570056,1520192
151570061,1520128
151570076,170054
151570096,190214
151570101,190200
151570116,660092
151570126,50084
151570130,30182
151570131,1520026
151570169,810018
151570174,1520168
151570179,1010090
151570186,30270
151570204,520045
151570210,320063
151570221,700001
151570223,610040
151570237,1560000
151580015,1520114
151580023,1300098
151580054,1520114
151580059,350086
151580061,50284
151580064,810004
151580067,30186
151580083,220074
151580088,220036
151580093,610166
151580105,810130
151580114,80044
151580129,460014
151580130,220006
151580159,520082
151580160,350028
151580163,20000
151580164,50236
151580165,350028
151580170,280037
151590011,340010
151590012,100166
151590015,610288
151590018,1530012
151590033,160034
151590037,310004
151590040,1030042
151590051,610252
151590065,30204
151590071,1460032
151590082,250012
151590086,360024
151590090,730072
151590092,350160
151590094,660060
151590098,90044
151590105,1560070
151590116,30172
151590155,320093
151590171,230046
151590178,350128
151590187,1560094
151590191,610242
151590194,360034
151590199,440000
151590209,230018
151590226,520150
151590232,1090076
151600012,1090003
151600015,660108
151600021,1520052
151600024,350152
151600040,1530040
151600046,610288
151600048,30182
151600057,170042
151600064,50244
151600072,210000
151600078,1530078
151600087,660106
151600102,370006
151600107,610210
151600117,1300024
151600118,10109
151600127,30204
151600133,210056
151600134,50232
151600141,100090
151600147,1520074
151600152,610242
151600155,1010094
151600156,1010170
151600158,1520016
151600164,810012
151600166,20052
151600167,250020
151600169,30172
151600173,350128
151600174,190052
151600178,460022
151600180,610284
151600183,1520014
151600204,1520075
151600213,320063
151600219,20000
151600259,610250
151610005,190066
151610077,100042
151610084,50268
151610086,1530016
151610087,170088
151610089,460048
151610091,30232
151610093,330034
151610095,1530084
151610097,30238
151610101,920068
151610104,1560082
151610107,520150
151610130,1520166
151610135,170106
151610138,1520072
151610145,150046
151610154,1520082
151610156,30082
151610190,2020004
151610210,50290
151610215,20024
151610217,460062
151610274,10250
151610289,1220000
151610290,1220000
151610291,1220000
151610327,370020
151610328,370020
151610329,350028
151610331,310031
151620012,30220
151620015,1520052
151620045,1010174
151620065,610024
151620066,10069
151620068,40056
151620077,610036
151620079,10057
151620080,610038
151620081,610038
151620083,40030
151620084,10041
151620096,1090014
151620110,520042
151620112,320022
151620155,50212
151620163,140008
151620172,370014
151620176,50276
151620187,10125
151620189,610226
151620196,1530070
151620198,360052
151620201,1010152
151620204,1520148
151620220,30182
151620223,30232
151620224,1360026
151620232,660084
151620237,330052
151620243,320063
151620254,170065
151620256,460020
151620259,360001
151620265,370020
151620271,700001
151620273,1010090
151620274,50236
151620277,50169
151630020,50254
151630034,610252
151630035,520128
151630038,350048
151630039,1520106
151630040,350104
151630041,520004
151630051,230010
151630052,1010168
151630076,370004
151630106,1010156
151630108,190194
151630134,500040
151630152,610090
151630160,100150
151630166,510004
151630185,30076
151630193,810058
151630207,320063
151630208,320063
151630215,1520190
151630226,170065
151630233,320063
151630250,1300030
151640008,220052
151640013,1520192
151640023,520080
151640040,20062
151640044,660042
151640061,90062
151640074,10219
151640077,1530104
151640085,810012
151640092,240044
151640102,1010102
151640114,30140
151640116,50130
151640126,30230
151640169,30242
151650009,480040
151650017,60072
151650035,350148
151650045,160036
151650047,1100042
151650077,1520244
151650088,350134
151650091,1530020
151650093,20024
151650100,100044
151650102,30230
151650120,330076
151650136,660120
151650171,530105
151660028,1090076
151660029,1520092
151660046,480032
151660058,330058
151660063,170064
151660082,1010040
151660085,210032
151660087,610070
151660089,520148
151660112,90079
151660147,20086
151660161,20030
151660178,1520052
151660225,350028
151660252,1520300
151660253,1520136
151660257,660082
151670004,1220005
151670021,30234
151670037,610252
151670042,1440022
151670066,230020
151670067,1520102
151670069,520104
151670073,50234
151670079,350154
151670080,350160
151670081,810061
151670083,480016
151670084,340030
151670092,1230000
151670097,1300018
151670101,30204
151670102,30116
151670104,190066
151670105,250010
151670125,220074
151670129,340012
151670166,810124
151670168,610210
151670169,2020000
151670170,1530032
151670179,170042
151670253,1010090
151680024,30216
151680069,190120
151680084,1520106
151680089,270000
151680100,810008
151680116,1560070
151680133,1560052
151680137,520174
151680139,810066
151680147,1440024
151680196,520150
151680213,50238
151680223,1580054
151690023,220054
151690036,1090072
151690037,140042
151690042,610224
151690050,350128
151690053,340000
151690061,1300050
151690068,30070
151690078,60108
151690102,30260
151690110,30122
151690119,600036
151690121,610032
151690123,610002
151690125,390010
151690126,10063
151690127,610032
151690128,610032
151690130,40034
151690156,1520082
151690165,1010168
151690175,230020
151690188,50222
151700009,170054
151700020,610168
151700038,60050
151700050,350050
151700052,220068
151700054,570038
151700055,570028
151700059,1010034
151700071,20072
151700072,480056
151700087,50230
151700094,320074
151700113,1520058
151700115,1500000
151700116,1300000
151700131,30258
151700139,10237
151700142,1560062
151700147,1020056
151700153,30276
151700169,30134
151700171,270000
151700173,30214
151700180,30178
151700201,10159
151700221,520045
151700246,60122
151710008,30296
151710021,50301
151710023,270028
151710024,140012
151710035,610238
151710040,30242
151710052,1520272
151710058,1520056
151710071,480056
151710093,440026
151710107,1520266
151710131,190004
151710132,370020
151710141,500004
151710158,1520075
151710168,350028
151710174,370020
151720017,2020002
151720030,30236
151720039,190090
151720041,330034
151720050,150042
151720065,610170
151720074,330062
151720082,320064
151720119,330054
151730007,90058
151730021,60122
151730051,1520114
151730052,10129
151730057,30242
151730058,1520114
151730059,1520080
151730062,220064
151730063,1530034
151730065,660092
151730066,30272
151730067,1520144
151730071,200012
151730088,1090006
151730091,1300018
151730102,1520216
151730109,30238
151730128,100134
151730129,190032
151730135,330020
151730156,30300
151730164,1520299
151730240,1220000
151730267,230032
151740020,170098
151740065,1010102
151740078,350128
151740079,1520120
151740082,1520082
151740092,660092
151740106,1010102
151740111,30158
151740121,1300030
151740125,30202
151740127,660008
151740132,610288
151740133,170038
151740139,1300004
151740148,1560062
151740169,610252
151740177,150064
151740181,1300024
151740202,1520056
151750005,190056
151750006,1530064
151750008,430016
151750011,30276
151750014,30314
151750075,30256
151750079,30286
151750090,170066
151750094,520104
151750096,700036
151750109,460066
151750129,100080
151750131,30082
151750135,50240
151750139,660092
151750144,480060
151750148,440026
151750153,220060
151750157,610250
151750200,460020
151760007,220066
151760034,1210006
151760040,140052
151760049,50130
151760064,1520106
151760075,520128
151760079,30248
151760082,1520018
151760083,660116
151760084,520106
151760095,1520065
151760106,520100
151760117,1530068
151760134,1020056
151760136,1520122
151760145,350120
151760157,50232
151760162,660128
151760171,1010094
151760172,230018
151760189,1530088
151760197,1520278
151760198,330020
151760218,30322
151760231,460020
151760232,320063
151760233,1580054
151760255,200014
151760259,20024
151770009,1520024
151770012,1010166
151770018,1520114
151770027,1530068
151770057,250002
151770075,520150
151770077,360030
151770083,1520328
151770086,90026
151770088,530010
151770089,530048
151770094,30204
151770120,120014
151770127,250020
151770133,370020
151770134,1090020
151770137,50282
151770138,1300050
151770147,230050
151770149,50282
151770153,300076
151770156,360014
151770157,1530092
151770160,50250
151770163,30296
151770166,30260
151770276,460020
151770279,350028
151770291,370020
151770308,220064
151780004,1520148
151780005,30220
151780009,660102
151780012,1090028
151780028,1560050
151780030,100068
151780043,1300054
151780076,660092
151780098,30288
151780112,1360006
151780115,270026
151780116,220056
151780120,150086
151780123,1020020
151780129,400104
151780139,520000
151780140,1530038
151780143,660054
151780149,50236
151780150,350028
151780157,520150
151780165,350028
151780168,50238
151790012,520104
151790014,610212
151790038,170046
151790043,90016
151790057,350142
151790061,1520116
151790063,1010212
151790069,50224
151790075,420022
151790078,330024
151790108,50232
151790126,350028
151790135,610036
151800017,1520036
151800031,350124
151800039,1360026
151800040,810066
151800049,1520154
151800059,170065
151800061,220068
151800067,330064
151800078,30186
151800083,810068
151800093,30182
151800112,430006
151800116,420036
151800124,1520004
151800126,230002
151800129,610182
151800142,880012
151800204,20000
151810011,1520168
151810014,1520040
151810064,520042
151810065,30226
151810066,520042
151810072,30236
151810083,730036
151810096,1560028
151810099,810094
151810112,50222
151810113,1090050
151810124,30298
151810127,1530106
151810133,660050
151810134,1300018
151810153,810070
151810154,660118
151810168,30220
151810252,30242
151820001,80086
151820012,1010014
151820013,1530024
151820020,50222
151820021,120013
151820029,50230
151820045,730072
151820061,1530022
151820062,320063
151820073,50248
151820079,150128
151820096,10069
151820101,610032
151820103,390008
151820104,610032
151820105,1520065
151820106,50286
151820115,10041
151820116,610032
151820117,10031
151820135,330058
151820157,1020040
151820169,660005
151820170,660114
151820182,1010136
151820218,350123
151820231,20000
151820232,20000
151820234,50238
151820239,520150
151820244,50238
151820250,170065
151820255,50236
151820270,350028
151830007,1210066
151830015,150022
151830016,660124
151830020,20070
151830038,10095
151830064,810012
151830070,520150
151830078,730000
151830079,30220
151830080,1520090
151830084,30296
151830087,1530068
151830089,320061
151830091,320063
151830092,1520036
151830094,170032
151830107,300044
151830118,1010101
151830125,1300020
151830162,610208
151830169,610168
151830179,30226
151830216,1580054
151830222,170065
151830227,50304
151830251,1520272
151840006,570036
151840009,1520158
151840016,350128
151840028,50292
151840042,330068
151840054,1010196
151840065,660082
151840075,150014
151840095,810070
151840098,350016
151840121,1530026
151850013,1520168
151850021,280036
151850022,30264
151850041,50260
151850046,1530068
151850048,310004
151850049,1530068
151850072,80028
151850077,50268
151850079,360002
151850109,1020026
151850133,520150
151850138,460020
151850141,370020
151860004,10250
151860014,150060
151860018,1530026
151860032,190180
151860063,920032
151860064,480040
151860072,30214
151860079,30268
151860080,30076
151860090,50224
151870011,1010032
151870013,50240
151870034,810012
151870039,1120004
151870040,620028
151870041,610034
151870043,40036
151870044,40032
151870050,280038
151870072,10159
151870073,310052
151870076,20042
151870077,50276
151870081,10129
151870083,610252
151870099,1530092
151870125,1530106
151870126,10250
151870134,330034
151870143,1520058
151870150,610210
151870160,30244
151870163,360001
151870185,1520052
151870199,30178
151870203,610208
151870211,520072
151870214,30220
151870218,1560060
151870226,20022
151870274,40034
151880005,350128
151880010,1520158
151880030,100202
151880031,320064
151880050,610252
151880084,520172
151880092,350128
151880093,1520065
151880098,320000
151880099,170016
151880100,210028
151880101,50238
151880102,400092
151880105,50268
151880107,30238
151880112,120078
151880113,660114
151880114,30258
151880121,660128
151880141,30140
151880151,50242
151880152,1010034
151880156,810070
151880166,30134
151880225,350028
151880241,370020
151880246,520150
151890007,810070
151890010,30190
151890021,130026
151890032,1520134
151890039,30256
151890044,190084
151890056,230018
151890066,50222
151890070,340012
151890071,10243
151890073,1520064
151890076,20052
151890077,10153
151890079,170000
151890084,400070
151890090,170062
151890116,330068
151890123,460022
151890125,20064
151890151,1300038
151890154,30296
151890180,1520212
151890213,310031
151890221,460020
151890224,370020
151900003,170065
151900022,350056
151900027,1300088
151900029,30078
151900030,50268
151900036,230046
151900037,1010172
151900086,460018
151900088,310008
151900089,1520110
151900091,660084
151900092,480046
151900093,320062
151900094,340012
151900105,1250036
151900106,170000
151900108,170088
151900109,1160036
151900113,50238
151900125,520148
151900134,810016
151900135,110018
151900138,610236
151900140,150112
151900155,1520297
151900160,1520274
151900168,90064
151900182,830014
151900203,30226
151900232,1220000
151900233,350028
151900242,1010090
151900245,1020000
151900247,610037
151900269,370020
151900270,20000
151900285,1530036
151910002,220042
151910004,330068
151910024,520142
151910036,330076
151910069,610282
151910090,220072
151910098,10157
151910104,1520168
151910112,480048
151910119,660082
151910126,50246
151910134,400104
151910144,30120
151920014,810036
151920037,50090
151920048,90034
151920060,610056
151920087,600068
151920114,810008
151920117,270012
151920118,30142
151940013,120078
151940014,60110
151940024,220062
151940052,270002
151940057,20066
151940061,1300028
151940068,1520070
151940069,1020026
151940074,170065
151940076,100080
151940080,1530036
151940082,1010088
151940086,1360026
151940101,1520278
151940102,610288
151940122,1520006
151940123,660108
151940133,30242
151940155,190158
151950009,360040
151950028,30248
151950030,250001
151950038,30238
151950047,610090
151950053,190052
151950080,460016
151950085,30278
151950097,60112
151950102,520116
151950104,10165
151950114,30120
151950115,400044
151950123,480052
151950124,660094
151950146,520174
151950175,1520148
151950180,220072
151950193,1520194
151950204,400090
151960002,1010136
151960005,420000
151960021,1300008
151960037,1530048
151960039,1020078
151960052,30256
151960054,370010
151960057,320066
151960068,190130
151960071,480052
151960076,810070
151960077,1300038
151960107,30278
151960217,10159
151960281,320065
151960287,350028
151960289,330076
151960293,610037
151960295,50236
151960313,1530054
151960325,350028
151960329,30242
151960332,170065
151960336,190004
151960340,320063
151960367,460020
151960380,1210000
151960395,60110
151960413,1010136
151960415,500005
151960418,220068
151960419,20050
151960424,2020016
151960436,350010
151960438,20078
151960447,350028
151970009,230010
151970041,200004
151970043,460018
151970048,660120
151970071,210028
151970085,1090026
151970089,150096
151970092,730000
151970127,660008
151970151,200012
151970153,30216
151970158,30228
151970163,30274
151970167,30286
151970169,1010088
151970176,220074
151970178,230032
151970181,810008
151970205,730072
151970207,1520148
151970215,20000
151970243,350098
151980007,330074
151980023,520004
151980025,370018
151980035,810014
151980043,20022
151980073,660084
151980097,1530018
151980098,1520294
151980110,90006
151980116,920008
151980139,20086
151980144,230010
151980147,810010
151980150,810052
151980151,190120
151980168,50270
151980238,350028
151980250,920062
151980259,330052
151980261,20001
151980275,50238
151990003,1520058
151990011,660114
151990018,1520118
151990026,30272
151990043,400084
151990051,30250
151990062,1530068
151990065,230000
151990075,430006
151990083,30266
151990087,520120
151990097,170048
151990110,1530032
151990124,20048
151990126,80068
151990129,30218
151990136,30256
151990150,1520004
151990154,30292
151990161,1520052
151990162,30242
151990169,520150
151990171,320063
151990179,1520090
151990180,370020
152000041,1030026
152000042,810054
152000054,1520246
152000055,520094
152000087,810050
152000089,660128
152000109,660076
152000118,1100022
152000135,1100038
152000143,810110
152000186,810022
152000187,350124
152010001,530088
152010002,30250
152010012,20078
152010015,810058
152010029,1560070
152010040,30260
152010042,1520088
152010054,210006
152010058,170064
152010059,610024
152010065,610040
152010066,1520096
152010067,390004
152010074,390010
152010075,10039
152010083,610024
152010089,610006
152010108,610048
152010146,50252
152010153,370014
152010155,660078
152010164,1300056
152010166,1090020
152010173,1010168
152010174,1560000
152010178,220074
152010179,810070
152010187,400058
152010212,30208
152010242,350154
152010282,370020
152010291,330052
152010299,50236
152010300,320063
152010303,30270
152020013,1530046
152020029,1500026
152020041,1520026
152020043,520032
152020044,10239
152020051,30248
152020060,1010040
152020070,170038
152020071,350128
152020072,10075
152020080,1520042
152020081,350128
152020084,1010094
152020086,610090
152020089,610238
152020091,190204
152020095,170114
152020103,220062
152020124,330062
152020125,120124
152020127,10075
152020128,220048
152020133,220074
152020143,520146
152020145,10192
152020151,230022
152020158,420040
152020163,660004
152020173,1520088
152020179,320062
152020181,30182
152020186,30238
152020192,460014
152020194,20066
152020195,50290
152020210,660128
152020225,60020
152020230,150142
152020234,320061
152020245,1090004
152020246,360016
152020247,1210044
152020299,660100
152020313,1220000
152020314,350028
152020331,460020
152020346,330052
152030043,220068
152030047,170000
152030059,50222
152030060,10091
152030061,30182
152030062,200012
152030082,310000
152030089,320063
152030099,1520278
152030101,100086
152030102,30248
152030103,1560000
152030104,660056
152030128,50214
152030152,30336
152030153,810008
152030154,300046
152030171,320084
152030190,1520306
152030195,400076
152030197,1520078
152030201,610226
152030205,730072
152030238,30234
152030242,320040
152030255,460034
152030302,370020
152030304,30272
152030307,1520114
152030308,1530060
152040002,820020
152040007,190022
152040018,820020
152040025,660088
152040029,90120
152040039,350080
152040049,520028
152040056,520154
152040068,60050
152040071,1560000
152040095,660102
152040096,520094
152040103,320090
152040110,190150
152040124,1520300
152040136,1530068
152040137,100146
152040175,50238
152040180,530048
152050018,370009
152050039,350154
152050050,280037
152050059,20000
152050060,270008
152050065,350028
152050068,460020
152050072,350028
152050099,30242
152050141,810016
152050158,360032
152050160,810096
152050164,220062
152050182,30256
152050208,30202
152050231,360010
152050248,350130
152050292,20000
152050293,320063
152050296,350028
152050308,320063
152060010,220060
152060016,80076
152060020,1230000
152060024,610284
152060027,1300080
152060034,170054
152060044,220028
152060045,660128
152060047,1530020
152060048,50252
152060063,220020
152060065,1520064
152060075,1020000
152060079,660092
152060084,50251
152060090,520100
152060095,90064
152060100,1520114
152060105,50276
152070021,1120034
152070026,810096
152070057,1100040
152070069,300040
152070070,280037
152070077,1520052
152070093,350048
152070103,1560000
152070132,230000
152070159,660005
152070173,350028
152070174,350028
152070178,350028
152070179,350124
152070181,20000
152070189,350028
152070190,320093
152070199,460020
152070214,1010228
152080018,140020
152080019,20020
152080038,310002
152080063,390020
152080065,520144
152080067,610008
152080068,420034
152080071,40010
152080083,1520008
152080086,400035
152080098,30220
152080110,170060
152080115,330076
152080129,480000
152080133,90072
152080139,30196
152080154,80026
152080156,110024
152080159,1530068
152080161,1520004
152080221,610037
152090001,50236
152090003,1520294
152090027,1560070
152090028,10206
152090043,610208
152090051,610168
152090068,360016
152090071,330078
152090079,120013
152090086,1580016
152090105,280000
152090106,30324
152090110,320064
152090116,370020
152090119,1530098
152090122,1520132
152090123,1530086
152090128,420036
152090132,140046
152090134,1530006
152090139,1520294
152090144,150046
152090187,920060
152090194,1160022
152090205,170114
152090210,100046
152090227,30242
152090243,530105
152090261,50236
152090263,50304
152090272,50238
152090274,1520090
152090277,220026
152090281,280037
152100002,1520264
152100024,810032
152100034,1300048
152100052,50232
152100061,370004
152100108,50302
152100115,50192
152100161,1220005
152100183,30292
152100186,1520300
152100189,520072
152100191,1520100
152100212,320063
152100215,350123
152100216,460020
152100218,330052
152100219,170065
152100226,170065
152110048,10053
152110049,30244
152110052,600000
152110057,610036
152110089,360036
152110105,190006
152110136,50234
152110140,730022
152110154,660092
152110159,1530052
152110160,30150
152110164,350128
152110174,350142
152110179,50224
152110180,50290
152110185,810026
152110207,1520090
152110230,350154
152110241,10250
152110250,350154
152110277,700001
152110281,1580054
152110283,460020
152110290,30242
152110291,350028
152110292,20000
152110306,20084
152120017,80044
152120029,50252
152120033,50260
152120035,520048
152120041,60115
152120045,1520065
152120047,10219
152120051,350050
152120052,10075
152120054,1520052
152120060,350172
152120062,60122
152120065,330034
152120068,30289
152120070,230046
152120085,170130
152120092,810114
152120117,1520026
152120119,30142
152120120,330076
152120122,1300040
152120134,30186
152120142,220072
152120147,660094
152120153,350080
152120159,460034
152120175,1520102
152120177,20058
152120222,350154
152120247,1530012
152130005,1520294
152130006,1360006
152130007,30268
152130018,900032
152130026,20034
152130028,150086
152130057,660092
152130058,1090076
152130069,1010042
152130071,810124
152130078,1300028
152130093,1520100
152130100,80042
152130101,190004
152130102,730062
152130111,520112
152130123,1520206
152130124,440026
152130125,30312
152140006,330064
152140017,530039
152140019,1300108
152140041,370016
152140080,810116
152140084,1010094
152140086,330076
152140093,170065
152140110,30172
152140119,460014
152140140,40034
152140149,350124
152140161,50238
152140162,50238
152140170,600088
152150005,30180
152150027,230010
152150036,610238
152150038,900012
152150039,50232
152150042,1300050
152150048,60046
152150054,120124
152150078,1210062
152150079,10159
152150084,330066
152150092,1520136
152150110,30290
152150113,40102
152150114,30220
152150124,170014
152150129,1520090
152150135,400000
152150136,810106
152150147,810054
152150159,320000
152150171,50274
152150175,30146
152150186,20044
152150187,530048
152150200,520110
152150247,350154
152150275,10071
152150279,310004
152150289,1300036
152150291,700001
152150336,1530016
152160004,140032
152160016,1010034
152160028,1030002
152160041,30238
152160065,530000
152160069,360001
152160082,1520299
152160129,350032
152160133,360001
152160138,1520280
152160143,230034
152160148,190048
152160152,220062
152160154,920008
152160179,520150
152160194,480046
152160195,460020
152170004,1010034
152170017,1530052
152170023,400078
152170054,1520168
152170084,330074
152170086,660084
152170087,300112
152170089,50250
152170091,1520022
152170095,1520034
152170099,520000
152170100,520032
152170113,330016
152170115,50222
152170116,660014
152170127,530022
152170130,1520106
152170136,810132
152170138,1010230
152170141,730000
152170149,200014
152170150,330032
152170170,30118
152170174,1300042
152170195,30228
152170197,170046
152170202,50270
152170227,320063
152170228,370020
152170229,520082
152170266,50238
152180006,1210010
152180015,220050
152180022,30228
152180023,230046
152180037,60122
152180040,1560024
152180043,210028
152180072,30202
152180074,1520196
152180075,30190
152180087,1520286
152180094,1530068
152180097,350060
152180107,330066
152180112,10113
152180134,1520036
152180163,1010134
152180170,1530102
152180174,30084
152180187,170132
152180192,1530068
152180208,30250
152180264,370020
152180269,20000
152180274,350028
152190016,1520106
152190019,810108
152190021,350130
152190027,610262
152190030,920064
152190033,610090
152190064,30182
152190085,160036
152190110,30218
152190111,170010
152190117,1520234
152190127,730022
152190139,1520300
152190146,30198
152190151,370018
152190153,440026
152190168,1520012
152190219,350028
152190224,30242
152190228,20000
152200002,30182
152200005,460052
152200020,1530048
152200026,1520092
152200027,350000
152200074,1530034
152200096,1020056
152200103,220006
152200125,1520118
152200129,1520024
152200132,660108
152200145,1220000
152200147,1520090
152200150,460020
152200152,170065
152200164,20000
152200166,50236
152200168,280037
152210027,220028
152210028,1210064
152210032,320040
152210082,1520106
152210086,1520286
152210091,1300028
152210093,660064
152210094,50252
152210110,1220000
152220008,50238
152220010,120078
152220019,90022
152220022,30130
152220049,390010
152220051,50222
152220053,100083
152220054,730002
152220066,610032
152220067,40010
152220080,600004
152220085,1520148
152220092,370018
152220094,50234
152220096,1520062
152220115,350188
152220116,330022
152220144,2020008
152220149,1030056
152220165,1520300
152230014,320068
152230017,50258
152230020,190090
152230037,190192
152230048,430006
152230053,30226
152230079,480004
152230089,350158
152230090,420022
152230091,520028
152230098,30172
152230173,220028
152230189,400090
152230196,1520056
152230234,270008
152230239,50236
152230242,610090
152230243,320063
152230257,80046
152240004,660086
152240009,30292
152240026,320093
152240049,1560090
152240054,320063
152240059,170065
152240061,1210066
152240067,170040
152240090,660114
152240105,730068
152240127,350154
152240130,520150
152240131,1300000
152240132,1010134
152240137,1300000
152240144,1520136
152240153,320086
152240158,50238
152240160,30256
152240161,730022
152240171,310031
152240173,90018
152240175,350028
152240179,130014
152240203,810004
152240210,300044
152240257,520045
152240279,280037
152240280,350028
152240289,20000
152240298,1220000
152240302,1560000
152240309,20000
152240338,20060
152250012,520072
152250022,350032
152250040,810086
152250046,610032
152250049,610039
152250057,610210
152250060,610018
152250063,610024
152250071,40002
152250083,30256
152250101,520138
152250108,270016
152250112,50274
152250115,80032
152250118,20060
152250135,30182
152250144,360002
152250149,1210066
152250163,350044
152250169,1010112
152250177,170067
152250178,810038
152250192,430018
152250202,810054
152250238,460020
152250245,330078
152260005,330076
152260013,1520220
152260031,90058
152260041,130006
152260058,30182
152260069,600080
152260072,360001
152260086,350044
152260093,400086
152260104,50246
152260116,610210
152260117,530022
152260162,50240
152260167,20046
152260168,1520102
152260175,30276
152260177,350128
152260186,10159
152260191,170065
152260202,320063
152260210,320063
152260215,2020012
152260216,1220000
152260222,350124
152260232,520082
152260263,30242
152270004,810010
152270006,610288
152270007,810070
152270016,120082
152270017,520170
152270030,350032
152270047,810132
152270055,1300050
152270064,1520216
152270071,1520038
152270074,730072
152270083,1010034
152270099,350128
152270107,170038
152270110,520150
152270146,370016
152270162,370020
152280004,230002
152280019,30270
152280022,20052
152280045,170082
152280071,810004
152280073,330076
152280084,1530094
152280100,660114
152280103,530036
152280129,810004
152280134,30236
152280146,1090076
152280147,350028
152280151,350124
152290012,520000
152290014,10159
152290024,610283
152290038,30242
152290059,310002
152290061,400080
152290063,1530090
152290065,50282
152290066,1520056
152290070,50244
152290072,170042
152290124,350154
152290128,190150
152290129,190030
152290153,200012
152290163,1010090
152290202,20000
152290204,20000
152290206,320063
152290213,50236
152290215,350028
152290217,350028
152300002,230010
152300005,920006
152300033,170048
152300034,220072
152300041,530048
152300043,360001
152300046,30112
152300057,50222
152300070,810068
152300080,1090001
152300083,1520076
152300088,30232
152300091,920060
152300099,350124
152300101,80000
152300104,130006
152300107,300044
152300127,30178
152300128,520128
152300130,330050
152300135,1010196
152300155,50244
152300158,1520196
152300165,480052
152300179,30140
152300185,220066
152300239,520045
152300257,170065
152300266,20000
152300288,1220000
152300301,1520082
152300304,480046
152310012,1520322
152310028,120010
152310043,40023
152310045,600008
152310050,40034
152310054,610040
152310056,10041
152310058,610008
152310063,480022
152310079,810114
152310093,1520148
152310095,170032
152310096,1020040
152310098,240020
152310106,1520168
152310115,610164
152310135,320065
152310150,90017
152310154,1220005
152310163,330008
152310167,210028
152310176,220044
152310184,100036
152310188,810012
152310240,350028
152320018,50112
152320019,30036
152320024,320040
152320050,810004
152320054,730052
152320060,610168
152320074,660084
152320121,1560094
152320133,920062
152320138,1520332
152320155,900038
152320159,300018
152320164,730002
152320177,810012
152320263,350028
152320264,350028
152320270,1580054
152320275,370020
152320307,1520084
152320309,570039
152330003,20068
152330011,610250
152330102,170088
152330103,90000
152330104,660120
152330118,520108
152330121,1520114
152330123,1530104
152330125,520104
152330153,190024
152330154,30246
152330168,400026
152330181,820012
152330211,320063
152330212,320063
152330223,50238
152330246,30216
152340011,530032
152340014,530048
152340015,230024
152340021,1300028
152340022,220074
152340030,100142
152340034,220072
152340043,170065
152340048,310012
152340057,1520002
152340066,100054
152340081,1520038
152340153,1520090
152340157,350028
152350001,350048
152350018,20046
152350024,1530016
152350057,810022
152350066,80042
152350068,50252
152350071,150040
152350075,80044
152350079,50266
152350130,530105
152350154,810001
152360013,610230
152360018,520108
152360019,240010
152360053,320084
152360058,460018
152360070,1530068
152360083,1530032
152360093,610156
152360098,810062
152360105,30204
152360106,1020056
152360118,50174
152360160,1530048
152360167,30294
152360189,50236
152360194,400110
152360223,1520040
152370022,1010170
152370045,30202
152370046,20022
152370049,170042
152370051,520018
152370057,1520040
152370061,1520266
152370078,1530000
152370079,330022
152370080,810014
152370082,660082
152370093,30112
152370112,520044
152370157,20064
152370158,1010136
152370160,1440026
152370165,810058
152370232,50238
152370238,370020
152380014,400048
152380034,10159
152380035,1520015
152380047,400070
152380051,320061
152380064,40046
152380067,390004
152380081,730022
152380087,200010
152380100,200000
152380101,520150
152380115,1210000
152380116,400000
152380121,1530086
152380154,1360006
152380173,220072
152380175,20022
152380181,350142
152380182,1530086
152380258,1520090
152380259,350028
152380271,1090004
152390001,730022
152390033,320061
152390037,520156
152390055,1520050
152390062,30218
152390063,220050
152390075,20068
152390076,1560000
152390082,330068
152390102,660082
152390116,330052
152390133,150110
152390149,1300035
152390152,220064
152390213,370020
152390216,350028
152390218,350028
152390219,1220000
152390266,30274
152400013,1520114
152400017,810083
152400020,30244
152400038,620035
152400040,50230
152400052,50238
152400056,1520026
152400057,660124
152400059,100098
152400103,520088
152400118,610288
152400123,190158
152400128,1020000
152400143,1300068
152400147,660084
152400153,50270
152400163,90006
152400164,1020020
152400194,350028
152400197,320063
152400218,1530058
152410002,30236
152410007,1520194
152410016,50238
152410049,520106
152410058,30220
152410061,1300020
152410079,190066
152410084,30284
152410094,370009
152410109,310014
152410135,20000
152410157,1030042
152420013,30206
152420015,190084
152420017,350024
152420043,20006
152420056,810000
152420062,330068
152420067,190066
152420088,1520218
152420093,330014
152420094,660082
152420098,50308
152430024,1520162
152430045,250020
152430046,10159
152430048,20066
152430049,30340
152430084,100044
152430087,30260
152430090,1520290
152430129,50276
152430139,520110
152430140,140032
152430146,610122
152430161,1520034
152430204,520045
152430236,20000
152430249,350028
152430257,350028
152440003,1530064
152440043,400074
152440046,1010184
152440047,530048
152440050,150110
152440054,1520072
152440056,600074
152440059,350128
152440063,1520106
152440070,920062
152440071,530044
152440077,570014
152440084,330074
152440087,1530090
152440088,30274
152440100,1020056
152440105,920052
152440106,30292
152440109,810070
152440112,190192
152440119,350160
152440123,20058
152440134,170064
152440152,350028
152440153,350028
152440175,220070
152450011,810083
152450029,810004
152450032,100138
152450048,370020
152450060,320061
152450068,1580054
152450083,1530092
