ACCN,YEAR,Seg_CRSP2ID_int
112680096,2011,HEN.73
112680107,2011,HEN.173
112680118,2011,HEN.329
112680120,2011,HEN.412
112680123,2011,HEN.276
112680130,2011,HEN.187
112680131,2011,HEN.614
112680133,2011,HEN.205
112680143,2011,HEN.412
112680167,2011,HEN.499
112680189,2011,HEN.205
112690068,2011,HEN.73
112690096,2011,HEN.200
112690114,2011,HEN.537
112690118,2011,HEN.187
112690139,2011,HEN.289
112690156,2011,HEN.338
112690164,2011,HEN.181
112690168,2011,HEN.255
112690179,2011,HEN.187
112690201,2011,HEN.187
112690210,2011,HEN.453
112690211,2011,HEN.567
112690265,2011,HEN.698
112690267,2011,HEN.456
112700080,2011,HEN.722
112700091,2011,HEN.205
112700101,2011,HEN.22
112700102,2011,HEN.433
112700105,2011,HEN.15
112700110,2011,HEN.200
112700125,2011,HEN.617
112700130,2011,HEN.576
112700140,2011,HEN.200
112700163,2011,HEN.615
112700165,2011,HEN.193
112700170,2011,HEN.301
112700171,2011,HEN.49
112700174,2011,HEN.190
112700190,2011,HEN.30
112700191,2011,HEN.617
112700192,2011,HEN.149
112700205,2011,HEN.772
112700209,2011,HEN.511
112700211,2011,HEN.487
112700247,2011,HEN.692
112700248,2011,HEN.482
112700267,2011,HEN.629
112700288,2011,HEN.460
112710023,2011,HEN.188
112710099,2011,HEN.51
112710105,2011,HEN.415
112710119,2011,HEN.236
112710213,2011,HEN.735
112710241,2011,HEN.173
112710245,2011,HEN.247
112710253,2011,HEN.528
112710255,2011,HEN.436
112710301,2011,HEN.495
112710303,2011,HEN.205
112720009,2011,HEN.111
112720038,2011,HEN.181
112720040,2011,HEN.315
112720045,2011,HEN.181
112720047,2011,HEN.502
112720092,2011,HEN.615
112720094,2011,HEN.697
112720109,2011,HEN.205
112720136,2011,HEN.412
112720140,2011,HEN.109
112720157,2011,HEN.327
112720161,2011,HEN.181
112720162,2011,HEN.502
112720190,2011,HEN.460
112720195,2011,HEN.23
112730025,2011,HEN.730
112730029,2011,HEN.158
112730045,2011,HEN.234
112730051,2011,HEN.456
112730058,2011,HEN.260
112730082,2011,HEN.181
112730130,2011,HEN.46
112730133,2011,HEN.260
112730134,2011,HEN.728
112730148,2011,HEN.617
112730151,2011,HEN.535
112730159,2011,HEN.385
112730162,2011,HEN.667
112730166,2011,HEN.412
112730188,2011,HEN.603
112730192,2011,HEN.122
112730206,2011,HEN.617
112730242,2011,HEN.205
112740039,2011,HEN.549
112740041,2011,HEN.51
112740048,2011,HEN.782
112740049,2011,HEN.482
112740056,2011,HEN.502
112740120,2011,HEN.214
112740145,2011,HEN.187
112740156,2011,HEN.329
112740162,2011,HEN.187
112740167,2011,HEN.775
112740184,2011,HEN.151
112750021,2011,HEN.676
112750071,2011,HEN.181
112750124,2011,HEN.740
112750154,2011,HEN.205
112750156,2011,HEN.205
112760097,2011,HEN.205
112760101,2011,HEN.250
112760106,2011,HEN.508
112760110,2011,HEN.704
112760126,2011,HEN.611
112760129,2011,HEN.533
112760136,2011,HEN.617
112760148,2011,HEN.533
112760150,2011,HEN.735
112760153,2011,HEN.3
112760177,2011,HEN.460
112760179,2011,HEN.187
112760195,2011,HEN.60
112760197,2011,HEN.421
112760212,2011,HEN.775
112760223,2011,HEN.508
112760277,2011,HEN.686
112770041,2011,HEN.784
112770054,2011,HEN.73
112770061,2011,HEN.195
112770064,2011,HEN.195
112770074,2011,HEN.795
112770089,2011,HEN.23
112770102,2011,HEN.51
112770150,2011,HEN.46
112770151,2011,HEN.113
112770170,2011,HEN.646
112770182,2011,HEN.502
112770187,2011,HEN.593
112770190,2011,HEN.686
112770213,2011,HEN.115
112770240,2011,HEN.617
112780035,2011,HEN.150
112780039,2011,HEN.506
112780045,2011,HEN.181
112780051,2011,HEN.46
112780052,2011,HEN.316
112780054,2011,HEN.476
112780065,2011,HEN.197
112780070,2011,HEN.254
112780073,2011,HEN.310
112780097,2011,HEN.338
112780127,2011,HEN.310
112780146,2011,HEN.51
112780169,2011,HEN.130
112780180,2011,HEN.591
112780191,2011,HEN.205
112780197,2011,HEN.205
112780201,2011,HEN.205
112780217,2011,HEN.338
112780227,2011,HEN.579
112780263,2011,HEN.508
112790052,2011,HEN.109
112790085,2011,HEN.167
112790088,2011,HEN.300
112790117,2011,HEN.18
112790122,2011,HEN.250
112790134,2011,HEN.617
112790150,2011,HEN.187
112790170,2011,HEN.338
112790184,2011,HEN.49
112790188,2011,HEN.12
112790196,2011,HEN.412
112790210,2011,HEN.273
112790215,2011,HEN.162
112790256,2011,HEN.255
112790260,2011,HEN.51
112790267,2011,HEN.133
112790274,2011,HEN.60
112790278,2011,HEN.17
112800077,2011,HEN.701
112800100,2011,HEN.527
112800102,2011,HEN.486
112800150,2011,HEN.51
112800174,2011,HEN.772
112800187,2011,HEN.270
112800192,2011,HEN.460
112800196,2011,HEN.617
112800198,2011,HEN.255
112800205,2011,HEN.234
112800225,2011,HEN.46
112800230,2011,HEN.764
112810012,2011,HEN.460
112810029,2011,HEN.130
112810082,2011,HEN.273
112810086,2011,HEN.412
112810115,2011,HEN.547
112810121,2011,HEN.195
112810137,2011,HEN.272
112810138,2011,HEN.617
112810150,2011,HEN.412
112810151,2011,HEN.197
112810159,2011,HEN.187
112810183,2011,HEN.176
112810188,2011,HEN.486
112820027,2011,HEN.173
112820094,2011,HEN.111
112820109,2011,HEN.181
112820111,2011,HEN.512
112820118,2011,HEN.453
112820134,2011,HEN.597
112820143,2011,HEN.46
112820146,2011,HEN.517
112820152,2011,HEN.795
112820161,2011,HEN.195
112820177,2011,HEN.253
112830033,2011,HEN.617
112830045,2011,HEN.686
112830071,2011,HEN.46
112830078,2011,HEN.181
112830085,2011,HEN.617
112830093,2011,HEN.535
112830094,2011,HEN.182
112830095,2011,HEN.778
112830108,2011,HEN.727
112830110,2011,HEN.150
112830111,2011,HEN.187
112830151,2011,HEN.111
112830152,2011,HEN.438
112830176,2011,HEN.46
112830188,2011,HEN.205
112840042,2011,HEN.537
112840046,2011,HEN.537
112840071,2011,HEN.883
112840085,2011,HEN.190
112840093,2011,HEN.502
112840098,2011,HEN.509
112840130,2011,HEN.46
112840186,2011,HEN.269
112840199,2011,HEN.729
112840211,2011,HEN.704
112840223,2011,HEN.769
112850021,2011,HEN.617
112850065,2011,HEN.181
112850066,2011,HEN.433
112850071,2011,HEN.79
112850073,2011,HEN.547
112850077,2011,HEN.109
112850078,2011,HEN.113
112850097,2011,HEN.205
112850101,2011,HEN.617
112850117,2011,HEN.795
112850120,2011,HEN.205
112850131,2011,HEN.421
112850137,2011,HEN.531
112850147,2011,HEN.115
112850151,2011,HEN.528
112850152,2011,HEN.124
112850167,2011,HEN.219
112850170,2011,HEN.187
112850185,2011,HEN.282
112850188,2011,HEN.200
112850198,2011,HEN.528
112850199,2011,HEN.612
112850222,2011,HEN.195
112850223,2011,HEN.13
112850224,2011,HEN.111
112850233,2011,HEN.333
112850270,2011,HEN.517
112850278,2011,HEN.412
112850280,2011,HEN.187
112850287,2011,HEN.737
112850347,2011,HEN.433
112860037,2011,HEN.502
112860040,2011,HEN.324
112860054,2011,HEN.593
112860058,2011,HEN.190
112860085,2011,HEN.531
112860087,2011,HEN.205
112860088,2011,HEN.205
112860096,2011,HEN.244
112860114,2011,HEN.617
112860135,2011,HEN.596
112860160,2011,HEN.529
112860162,2011,HEN.13
112860182,2011,HEN.519
112860186,2011,HEN.512
112860225,2011,HEN.536
112860235,2011,HEN.133
112860241,2011,HEN.536
112870070,2011,HEN.658
112870079,2011,HEN.51
112870081,2011,HEN.250
112870099,2011,HEN.187
112870131,2011,HEN.460
112870181,2011,HEN.300
112870186,2011,HEN.593
112870199,2011,HEN.181
112870202,2011,HEN.181
112880035,2011,HEN.432
112880084,2011,HEN.704
112880094,2011,HEN.792
112880102,2011,HEN.113
112880117,2011,HEN.167
112880148,2011,HEN.567
112880155,2011,HEN.758
112880183,2011,HEN.205
112880190,2011,HEN.385
112880200,2011,HEN.676
112890071,2011,HEN.593
112890083,2011,HEN.735
112890106,2011,HEN.692
112890114,2011,HEN.113
112890120,2011,HEN.46
112890127,2011,HEN.615
112890130,2011,HEN.133
112890151,2011,HEN.67
112890165,2011,HEN.622
112890188,2011,HEN.617
112890192,2011,HEN.617
112890193,2011,HEN.547
112900021,2011,HEN.487
112900064,2011,HEN.187
112900113,2011,HEN.227
112900115,2011,HEN.536
112900121,2011,HEN.269
112900156,2011,HEN.228
112900162,2011,HEN.527
112900171,2011,HEN.730
112900174,2011,HEN.79
112910042,2011,HEN.46
112910086,2011,HEN.773
112910089,2011,HEN.205
112910091,2011,HEN.260
112910120,2011,HEN.289
112910121,2011,HEN.495
112910122,2011,HEN.617
112910167,2011,HEN.28
112910170,2011,HEN.162
112910171,2011,HEN.590
112910175,2011,HEN.706
112910214,2011,HEN.272
112910234,2011,HEN.255
112910236,2011,HEN.570
112920044,2011,HEN.227
112920058,2011,HEN.519
112920068,2011,HEN.589
112920073,2011,HEN.239
112920081,2011,HEN.243
112920124,2011,HEN.44
112920148,2011,HEN.324
112920165,2011,HEN.801
112920170,2011,HEN.81
112920177,2011,HEN.751
112920186,2011,HEN.200
112930045,2011,HEN.289
112930050,2011,HEN.315
112930063,2011,HEN.138
112930079,2011,HEN.617
112930080,2011,HEN.236
112930107,2011,HEN.571
112930117,2011,HEN.3
112940060,2011,HEN.412
112940069,2011,HEN.433
112940089,2011,HEN.615
112940096,2011,HEN.571
112940141,2011,HEN.511
112940159,2011,HEN.187
112940163,2011,HEN.883
112940171,2011,HEN.706
112940176,2011,HEN.615
112950073,2011,HEN.187
112950078,2011,HEN.279
112950087,2011,HEN.109
112950127,2011,HEN.507
112950131,2011,HEN.412
112950174,2011,HEN.187
112950175,2011,HEN.298
112950176,2011,HEN.412
112950199,2011,HEN.421
112950206,2011,HEN.51
112960014,2011,HEN.764
112960038,2011,HEN.181
112960040,2011,HEN.244
112960043,2011,HEN.227
112960044,2011,HEN.79
112960047,2011,HEN.253
112960051,2011,HEN.111
112960054,2011,HEN.51
112960079,2011,HEN.617
112960092,2011,HEN.412
112960108,2011,HEN.193
112960122,2011,HEN.214
112970026,2011,HEN.883
112970059,2011,HEN.701
112970061,2011,HEN.676
112970068,2011,HEN.492
112970083,2011,HEN.190
112970084,2011,HEN.772
112970087,2011,HEN.292
112970090,2011,HEN.612
112970096,2011,HEN.626
112970105,2011,HEN.518
112970113,2011,HEN.13
112970115,2011,HEN.51
112970131,2011,HEN.617
112970160,2011,HEN.35
112970169,2011,HEN.487
112970178,2011,HEN.329
112970189,2011,HEN.412
112980044,2011,HEN.412
112980047,2011,HEN.780
112980048,2011,HEN.142
112980055,2011,HEN.611
112980056,2011,HEN.81
112980065,2011,HEN.492
112980068,2011,HEN.739
112980074,2011,HEN.467
112980091,2011,HEN.17
112980111,2011,HEN.775
112980139,2011,HEN.9
112980141,2011,HEN.51
112980162,2011,HEN.614
112980168,2011,HEN.778
112980203,2011,HEN.686
112990014,2011,HEN.292
112990060,2011,HEN.27
112990073,2011,HEN.483
112990084,2011,HEN.536
112990096,2011,HEN.486
112990127,2011,HEN.499
112990147,2011,HEN.617
112990163,2011,HEN.5
112990183,2011,HEN.138
112990184,2011,HEN.499
112990202,2011,HEN.697
112990204,2011,HEN.46
112990207,2011,HEN.611
112990208,2011,HEN.580
112990210,2011,HEN.580
112990211,2011,HEN.67
113000018,2011,HEN.330
113000024,2011,HEN.233
113000064,2011,HEN.46
113000066,2011,HEN.784
113000074,2011,HEN.233
113000075,2011,HEN.51
113000076,2011,HEN.325
113000080,2011,HEN.453
113000097,2011,HEN.18
113000136,2011,HEN.511
113000139,2011,HEN.187
113000162,2011,HEN.181
113000173,2011,HEN.531
113000179,2011,HEN.608
113000203,2011,HEN.460
113000204,2011,HEN.162
113000216,2011,HEN.101
113010028,2011,HEN.195
113010074,2011,HEN.638
113010089,2011,HEN.772
113010090,2011,HEN.415
113010095,2011,HEN.3
113010122,2011,HEN.113
113010128,2011,HEN.227
113010130,2011,HEN.214
113010147,2011,HEN.626
113010151,2011,HEN.276
113010156,2011,HEN.626
113010168,2011,HEN.214
113010184,2011,HEN.475
113010214,2011,HEN.181
113010215,2011,HEN.614
113020098,2011,HEN.187
113020124,2011,HEN.325
113020139,2011,HEN.338
113020144,2011,HEN.625
113020178,2011,HEN.200
113020182,2011,HEN.757
113030018,2011,HEN.276
113030067,2011,HEN.49
113030068,2011,HEN.181
113030088,2011,HEN.412
113030107,2011,HEN.227
113030126,2011,HEN.214
113030128,2011,HEN.51
113030144,2011,HEN.182
113030152,2011,HEN.95
113040030,2011,HEN.629
113040050,2011,HEN.737
113040054,2011,HEN.255
113040069,2011,HEN.777
113040077,2011,HEN.1050
113040090,2011,HEN.192
113040097,2011,HEN.188
113040126,2011,HEN.23
113040127,2011,HEN.130
113050065,2011,HEN.318
113050074,2011,HEN.190
113050080,2011,HEN.453
113050081,2011,HEN.559
113050083,2011,HEN.611
113050103,2011,HEN.329
113050106,2011,HEN.205
113050108,2011,HEN.115
113050117,2011,HEN.81
113050124,2011,HEN.205
113050126,2011,HEN.109
113050138,2011,HEN.205
113050140,2011,HEN.133
113050145,2011,HEN.46
113050203,2011,HEN.187
113050207,2011,HEN.46
113060012,2011,HEN.181
113060041,2011,HEN.310
113060047,2011,HEN.163
113060051,2011,HEN.44
113060055,2011,HEN.518
113060057,2011,HEN.190
113060059,2011,HEN.780
113060060,2011,HEN.581
113060077,2011,HEN.535
113060116,2011,HEN.617
113060118,2011,HEN.773
113060144,2011,HEN.327
113060146,2011,HEN.527
113060161,2011,HEN.243
113060177,2011,HEN.512
113060178,2011,HEN.190
113060182,2011,HEN.111
113060189,2011,HEN.686
113060191,2011,HEN.330
113070013,2011,HEN.195
113070059,2011,HEN.237
113070079,2011,HEN.499
113070085,2011,HEN.537
113070089,2011,HEN.307
113070090,2011,HEN.190
113070114,2011,HEN.617
113070123,2011,HEN.460
113070135,2011,HEN.502
113070144,2011,HEN.269
113070150,2011,HEN.432
113070154,2011,HEN.593
113070156,2011,HEN.593
113070176,2011,HEN.253
113070179,2011,HEN.134
113070187,2011,HEN.214
113070193,2011,HEN.1050
113070221,2011,HEN.764
113080064,2011,HEN.597
113080077,2011,HEN.475
113080079,2011,HEN.686
113080088,2011,HEN.136
113080089,2011,HEN.571
113080090,2011,HEN.46
113080094,2011,HEN.474
113080104,2011,HEN.236
113080108,2011,HEN.101
113080128,2011,HEN.44
113080152,2011,HEN.536
113080184,2011,HEN.192
113090089,2011,HEN.611
113090092,2011,HEN.312
113090094,2011,HEN.412
113090095,2011,HEN.251
113090109,2011,HEN.49
113090124,2011,HEN.124
113090128,2011,HEN.30
113090132,2011,HEN.426
113090153,2011,HEN.430
113090158,2011,HEN.205
113100016,2011,HEN.303
113100049,2011,HEN.570
113100050,2011,HEN.537
113100052,2011,HEN.750
113100063,2011,HEN.618
113100083,2011,HEN.412
113110048,2011,HEN.205
113110081,2011,HEN.315
113110109,2011,HEN.794
113110110,2011,HEN.536
113110113,2011,HEN.743
113110115,2011,HEN.181
113110133,2011,HEN.187
113110143,2011,HEN.571
113110164,2011,HEN.205
113110194,2011,HEN.227
113110196,2011,HEN.187
113110207,2011,HEN.496
113110210,2011,HEN.275
113110211,2011,HEN.371
113110214,2011,HEN.412
113110218,2011,HEN.30
113110222,2011,HEN.300
113110226,2011,HEN.187
113120074,2011,HEN.784
113120091,2011,HEN.254
113120106,2011,HEN.190
113120113,2011,HEN.614
113120135,2011,HEN.249
113120143,2011,HEN.173
113120148,2011,HEN.737
113120151,2011,HEN.200
113120163,2011,HEN.499
113120189,2011,HEN.190
113120234,2011,HEN.233
113120244,2011,HEN.775
113130044,2011,HEN.761
113130047,2011,HEN.486
113130081,2011,HEN.205
113130088,2011,HEN.173
113130092,2011,HEN.130
113130101,2011,HEN.269
113130124,2011,HEN.749
113130136,2011,HEN.69
113130154,2011,HEN.231
113130156,2011,HEN.614
113130173,2011,HEN.253
113130182,2011,HEN.517
113130200,2011,HEN.272
113140066,2011,HEN.234
113140071,2011,HEN.719
113140073,2011,HEN.482
113140080,2011,HEN.511
113140085,2011,HEN.351
113140091,2011,HEN.456
113140106,2011,HEN.727
113140109,2011,HEN.482
113140111,2011,HEN.528
113140118,2011,HEN.113
113140119,2011,HEN.46
113140152,2011,HEN.492
113140153,2011,HEN.109
113140166,2011,HEN.51
113140199,2011,HEN.791
113140209,2011,HEN.617
113150023,2011,HEN.195
113150061,2011,HEN.281
113150070,2011,HEN.255
113150075,2011,HEN.187
113150085,2011,HEN.112
113150134,2011,HEN.251
113150138,2011,HEN.113
113150141,2011,HEN.883
113150142,2011,HEN.46
113150146,2011,HEN.181
113150151,2011,HEN.368
113150172,2011,HEN.301
113150185,2011,HEN.750
113150188,2011,HEN.460
113150190,2011,HEN.267
113150193,2011,HEN.440
113150195,2011,HEN.456
113160037,2011,HEN.772
113160056,2011,HEN.196
113160066,2011,HEN.173
113160079,2011,HEN.499
113160080,2011,HEN.782
113160130,2011,HEN.821
113160144,2011,HEN.325
113160151,2011,HEN.78
113160165,2011,HEN.582
113160179,2011,HEN.195
113160182,2011,HEN.124
113160195,2011,HEN.136
113160201,2011,HEN.460
113170031,2011,HEN.617
113170051,2011,HEN.622
113170069,2011,HEN.460
113170082,2011,HEN.23
113170086,2011,HEN.136
113180055,2011,HEN.195
113180093,2011,HEN.205
113180107,2011,HEN.727
113180135,2011,HEN.200
113180144,2011,HEN.136
113180155,2011,HEN.219
113180159,2011,HEN.617
113180161,2011,HEN.608
113180167,2011,HEN.509
113180184,2011,HEN.643
113180187,2011,HEN.460
113180192,2011,HEN.643
113190017,2011,HEN.27
113190022,2011,HEN.214
113190043,2011,HEN.111
113190045,2011,HEN.499
113190113,2011,HEN.533
113190114,2011,HEN.115
113190120,2011,HEN.782
113190127,2011,HEN.316
113190176,2011,HEN.101
113190191,2011,HEN.188
113190203,2011,HEN.701
113190204,2011,HEN.461
113190217,2011,HEN.138
113190219,2011,HEN.943
113190221,2011,HEN.133
113190226,2011,HEN.69
113190238,2011,HEN.413
113190247,2011,HEN.460
113190253,2011,HEN.241
113190260,2011,HEN.626
113200010,2011,HEN.773
113200051,2011,HEN.407
113200092,2011,HEN.200
113200105,2011,HEN.332
113200118,2011,HEN.46
113200133,2011,HEN.943
113200136,2011,HEN.614
113200137,2011,HEN.181
113200148,2011,HEN.795
113200155,2011,HEN.528
113200179,2011,HEN.617
113200180,2011,HEN.433
113200197,2011,HEN.109
113200241,2011,HEN.227
113200242,2011,HEN.151
113200245,2011,HEN.46
113200269,2011,HEN.486
113210017,2011,HEN.537
113210029,2011,HEN.181
113210034,2011,HEN.21
113210036,2011,HEN.49
113210037,2011,HEN.537
113210049,2011,HEN.60
113210051,2011,HEN.512
113210056,2011,HEN.109
113210065,2011,HEN.72
113210066,2011,HEN.797
113210067,2011,HEN.190
113210069,2011,HEN.198
113210080,2011,HEN.205
113210083,2011,HEN.512
113210085,2011,HEN.196
113210086,2011,HEN.527
113210093,2011,HEN.298
113210095,2011,HEN.200
113210103,2011,HEN.46
113210111,2011,HEN.120
113210114,2011,HEN.638
113210116,2011,HEN.338
113210126,2011,HEN.719
113210154,2011,HEN.190
113210156,2011,HEN.547
113210177,2011,HEN.730
113210179,2011,HEN.190
113210230,2011,HEN.511
113220003,2011,HEN.492
113220020,2011,HEN.656
113220025,2011,HEN.502
113220036,2011,HEN.113
113220037,2011,HEN.320
113220044,2011,HEN.289
113220082,2011,HEN.906
113220091,2011,HEN.696
113220103,2011,HEN.467
113220108,2011,HEN.122
113220117,2011,HEN.460
113220134,2011,HEN.605
113220151,2011,HEN.253
113220177,2011,HEN.276
113230006,2011,HEN.187
113230024,2011,HEN.46
113230025,2011,HEN.101
113230034,2011,HEN.187
113230036,2011,HEN.46
113230041,2011,HEN.255
113230062,2011,HEN.308
113230076,2011,HEN.187
113230080,2011,HEN.315
113230081,2011,HEN.133
113230108,2011,HEN.338
113230129,2011,HEN.589
113230134,2011,HEN.17
113230140,2011,HEN.531
113230150,2011,HEN.589
113230154,2011,HEN.260
113230157,2011,HEN.476
113230163,2011,HEN.547
113230171,2011,HEN.493
113230179,2011,HEN.585
113230187,2011,HEN.190
113230209,2011,HEN.701
113230211,2011,HEN.415
113230237,2011,HEN.374
113230248,2011,HEN.777
113230267,2011,HEN.667
113230268,2011,HEN.461
113230273,2011,HEN.761
113230275,2011,HEN.187
113230282,2011,HEN.773
113230284,2011,HEN.608
113230285,2011,HEN.589
113230286,2011,HEN.292
113230289,2011,HEN.460
113230292,2011,HEN.269
113230295,2011,HEN.486
113230296,2011,HEN.499
113230304,2011,HEN.609
113230319,2011,HEN.205
113230323,2011,HEN.594
113230341,2011,HEN.486
113230346,2011,HEN.301
113230348,2011,HEN.281
113230349,2011,HEN.289
113230354,2011,HEN.364
113230360,2011,HEN.42
113230382,2011,HEN.507
113230398,2011,HEN.17
113230484,2011,HEN.618
113230488,2011,HEN.260
113230491,2011,HEN.593
113240003,2011,HEN.1050
113240014,2011,HEN.430
113240050,2011,HEN.111
113240054,2011,HEN.200
113240059,2011,HEN.594
113240060,2011,HEN.71
113240062,2011,HEN.173
113240067,2011,HEN.548
113240109,2011,HEN.483
113240117,2011,HEN.626
113240123,2011,HEN.113
113240126,2011,HEN.626
113240129,2011,HEN.23
113240135,2011,HEN.784
113240161,2011,HEN.253
113240174,2011,HEN.518
113240182,2011,HEN.133
113240186,2011,HEN.124
113240190,2011,HEN.651
113240195,2011,HEN.791
113240206,2011,HEN.651
113240207,2011,HEN.412
113240220,2011,HEN.412
113240223,2011,HEN.205
113240229,2011,HEN.70
113240231,2011,HEN.412
113240234,2011,HEN.737
113240244,2011,HEN.44
113240245,2011,HEN.301
113240285,2011,HEN.239
113240287,2011,HEN.412
113240291,2011,HEN.413
113240303,2011,HEN.134
113240309,2011,HEN.687
113240310,2011,HEN.272
113240321,2011,HEN.706
113240324,2011,HEN.1050
113240325,2011,HEN.90
113240332,2011,HEN.528
113240333,2011,HEN.152
113240340,2011,HEN.535
113240449,2011,HEN.737
113250014,2011,HEN.301
113250036,2011,HEN.528
113250071,2011,HEN.58
113250072,2011,HEN.589
113250100,2011,HEN.205
113250142,2011,HEN.109
113250147,2011,HEN.473
113250156,2011,HEN.310
113250204,2011,HEN.281
113250212,2011,HEN.576
113250226,2011,HEN.187
113250256,2011,HEN.336
113250262,2011,HEN.579
113250269,2011,HEN.744
113250435,2011,HEN.324
113260005,2011,HEN.113
113260019,2011,HEN.269
113260052,2011,HEN.310
113260080,2011,HEN.644
113260081,2011,HEN.617
113260085,2011,HEN.533
113260087,2011,HEN.192
113260090,2011,HEN.507
113260091,2011,HEN.205
113260103,2011,HEN.535
113260133,2011,HEN.617
113260139,2011,HEN.51
113260165,2011,HEN.512
113260174,2011,HEN.576
113260180,2011,HEN.51
113260188,2011,HEN.694
113260194,2011,HEN.332
113260203,2011,HEN.775
113260204,2011,HEN.173
113270006,2011,HEN.772
113270028,2011,HEN.198
113270051,2011,HEN.625
113270086,2011,HEN.336
113270089,2011,HEN.336
113270103,2011,HEN.536
113270107,2011,HEN.605
113270124,2011,HEN.603
113270146,2011,HEN.17
113270153,2011,HEN.412
113270157,2011,HEN.195
113270170,2011,HEN.17
113270178,2011,HEN.539
113280006,2011,HEN.187
113280016,2011,HEN.761
113280032,2011,HEN.274
113280034,2011,HEN.190
113280041,2011,HEN.188
113280056,2011,HEN.658
113280073,2011,HEN.324
113280077,2011,HEN.26
113280082,2011,HEN.675
113280123,2011,HEN.318
113290019,2011,HEN.495
113290022,2011,HEN.759
113290038,2011,HEN.320
113290039,2011,HEN.269
113290051,2011,HEN.256
113290060,2011,HEN.617
113290064,2011,HEN.3
113290067,2011,HEN.603
113290081,2011,HEN.205
113290085,2011,HEN.109
113300019,2011,HEN.111
113300021,2011,HEN.374
113300027,2011,HEN.512
113300034,2011,HEN.883
113300035,2011,HEN.30
113300054,2011,HEN.214
113300056,2011,HEN.412
113300057,2011,HEN.338
113300077,2011,HEN.3
113300092,2011,HEN.46
113310004,2011,HEN.95
113310010,2011,HEN.205
113310016,2011,HEN.200
113310035,2011,HEN.190
113310040,2011,HEN.511
113310041,2011,HEN.511
113310042,2011,HEN.749
113310061,2011,HEN.123
113310066,2011,HEN.123
113320006,2011,HEN.778
113320030,2011,HEN.626
113320035,2011,HEN.512
113320039,2011,HEN.782
113320054,2011,HEN.181
113320065,2011,HEN.200
113320077,2011,HEN.205
113320095,2011,HEN.167
113320096,2011,HEN.133
113320101,2011,HEN.617
113320107,2011,HEN.593
113320124,2011,HEN.477
113320131,2011,HEN.410
113320136,2011,HEN.1050
113320137,2011,HEN.318
113330016,2011,HEN.190
113330024,2011,HEN.772
113330036,2011,HEN.528
113330039,2011,HEN.205
113330056,2011,HEN.187
113330060,2011,HEN.412
113330066,2011,HEN.487
113330067,2011,HEN.484
113330078,2011,HEN.188
113330085,2011,HEN.205
113330087,2011,HEN.338
113330091,2011,HEN.608
113330113,2011,HEN.659
113330200,2011,HEN.772
113340002,2011,HEN.136
113340005,2011,HEN.49
113340009,2011,HEN.260
113340014,2011,HEN.254
113340049,2011,HEN.608
113340070,2011,HEN.58
113340116,2011,HEN.190
113340121,2011,HEN.484
113350001,2011,HEN.499
113350056,2011,HEN.467
113350063,2011,HEN.205
113350084,2011,HEN.547
113350114,2011,HEN.187
113350127,2011,HEN.292
113350136,2011,HEN.492
113350137,2011,HEN.536
113350159,2011,HEN.187
113350171,2011,HEN.697
113350175,2011,HEN.325
113350182,2011,HEN.113
113350188,2011,HEN.482
113350201,2011,HEN.605
113350203,2011,HEN.205
113350217,2011,HEN.749
113350236,2011,HEN.617
113350239,2011,HEN.46
113350249,2011,HEN.617
113350310,2011,HEN.634
113350311,2011,HEN.1050
113360019,2011,HEN.706
113360029,2011,HEN.740
113360052,2011,HEN.735
113360067,2011,HEN.612
113360071,2011,HEN.502
113360072,2011,HEN.531
113360074,2011,HEN.181
113360077,2011,HEN.214
113360080,2011,HEN.782
113360092,2011,HEN.460
113360097,2011,HEN.187
113360122,2011,HEN.539
113360126,2011,HEN.797
113360127,2011,HEN.537
113360128,2011,HEN.412
113360133,2011,HEN.537
113360135,2011,HEN.205
113360148,2011,HEN.115
113360164,2011,HEN.205
113360184,2011,HEN.187
113360187,2011,HEN.134
113360196,2011,HEN.23
113360212,2011,HEN.559
113360214,2011,HEN.67
113360239,2011,HEN.432
113360251,2011,HEN.205
113360269,2011,HEN.113
113360293,2011,HEN.486
113360307,2011,HEN.517
113370006,2011,HEN.51
113370010,2011,HEN.23
113370012,2011,HEN.111
113370015,2011,HEN.269
113370021,2011,HEN.27
113370027,2011,HEN.70
113370029,2011,HEN.220
113370046,2011,HEN.338
113370049,2011,HEN.269
113370050,2011,HEN.187
113370052,2011,HEN.684
113370054,2011,HEN.492
113370057,2011,HEN.113
113370059,2011,HEN.244
113370094,2011,HEN.28
113370096,2011,HEN.181
113370100,2011,HEN.576
113370111,2011,HEN.115
113370113,2011,HEN.167
113370120,2011,HEN.46
113370137,2011,HEN.658
113370161,2011,HEN.15
113370163,2011,HEN.643
113370164,2011,HEN.200
113370170,2011,HEN.638
113370186,2011,HEN.296
113370188,2011,HEN.546
113370194,2011,HEN.49
113370218,2011,HEN.289
113370258,2011,HEN.780
113370264,2011,HEN.338
113370286,2011,HEN.667
113370321,2011,HEN.192
113370332,2011,HEN.338
113370336,2011,HEN.764
113380019,2011,HEN.617
113380030,2011,HEN.181
113380047,2011,HEN.761
113380064,2011,HEN.167
113380090,2011,HEN.329
113380091,2011,HEN.615
113380094,2011,HEN.181
113380095,2011,HEN.30
113380097,2011,HEN.53
113380114,2011,HEN.778
113380118,2011,HEN.3
